Date,State,Confirmed,Deaths,Recovered,New Cases
2021-05-29,Kerala,2470872,8257,2224405.0,22318.0
2021-05-30,Kerala,2494385,8455,2252505.0,23513.0
2021-05-31,Kerala,2514279,8641,2281518.0,19894.0
2021-06-01,Kerala,2526579,8815,2310385.0,12300.0
2021-06-02,Kerala,2546339,9009,2334502.0,19760.0
2021-06-03,Kerala,2566000,9222,2364210.0,19661.0
2021-06-04,Kerala,2584853,9375,2390779.0,18853.0
2021-06-05,Kerala,2601082,9510,2416639.0,16229.0
2021-06-06,Kerala,2618410,9719,2440642.0,17328.0
2021-06-07,Kerala,2633082,9946,2462071.0,14672.0
2021-06-08,Kerala,2642395,10157,2483992.0,9313.0
2021-06-09,Kerala,2657962,10281,2504011.0,15567.0
2021-06-10,Kerala,2674166,10437,2524248.0,16204.0
2021-06-11,Kerala,2688590,10631,2542242.0,14424.0
2021-06-12,Kerala,2702823,10804,2557597.0,14233.0
2021-06-13,Kerala,2716655,10975,2575769.0,13832.0
2021-06-14,Kerala,2728239,11181,2593625.0,11584.0
2021-06-15,Kerala,2735958,11342,2610368.0,7719.0
2021-06-16,Kerala,2748204,11508,2623904.0,12246.0
2021-06-17,Kerala,2761474,11655,2639593.0,13270.0
2021-06-18,Kerala,2773943,11743,2653207.0,12469.0
2021-06-19,Kerala,2785304,11833,2665354.0,11361.0
2021-06-20,Kerala,2797747,11948,2678499.0,12443.0
2021-06-21,Kerala,2809394,12060,2690958.0,11647.0
2021-06-22,Kerala,2816843,12154,2704554.0,7449.0
2021-06-23,Kerala,2829460,12295,2716284.0,12617.0
2021-06-24,Kerala,2842247,12445,2729967.0,12787.0
2021-06-25,Kerala,2854325,12581,2741436.0,12078.0
2021-06-26,Kerala,2865871,12699,2752492.0,11546.0
2021-06-27,Kerala,2877989,12817,2763616.0,12118.0
2021-06-28,Kerala,2888894,12879,2775967.0,10905.0
2021-06-29,Kerala,2896957,12989,2787496.0,8063.0
2021-06-30,Kerala,2910507,13093,2797779.0,13550.0
2021-07-01,Kerala,2924165,13235,2809587.0,13658.0
2021-03-02,Ladakh,9819,130,9643.0,0.0
2021-03-03,Ladakh,9819,130,9645.0,0.0
2021-03-04,Ladakh,9821,130,9649.0,2.0
2021-03-05,Ladakh,9824,130,9651.0,3.0
2021-03-06,Ladakh,9826,130,9654.0,2.0
2021-03-07,Ladakh,9830,130,9656.0,4.0
2021-03-08,Ladakh,9831,130,9657.0,1.0
2021-03-09,Ladakh,9833,130,9659.0,2.0
2021-03-10,Ladakh,9835,130,9662.0,2.0
2021-03-11,Ladakh,9838,130,9669.0,3.0
2021-03-12,Ladakh,9840,130,9669.0,2.0
2021-03-13,Ladakh,9846,130,9686.0,6.0
2021-03-14,Ladakh,9847,130,9686.0,1.0
2021-03-15,Ladakh,9847,130,9686.0,0.0
2021-03-16,Ladakh,9852,130,9688.0,5.0
2021-03-17,Ladakh,9863,130,9690.0,11.0
2021-03-18,Ladakh,9865,130,9691.0,2.0
2021-03-19,Ladakh,9876,130,9695.0,11.0
2021-03-20,Ladakh,9881,130,9698.0,5.0
2021-03-21,Ladakh,9906,130,9703.0,25.0
2021-03-22,Ladakh,9908,130,9704.0,2.0
2021-03-23,Ladakh,9920,130,9707.0,12.0
2021-03-24,Ladakh,9929,130,9709.0,9.0
2021-03-25,Ladakh,9942,130,9711.0,13.0
2021-03-26,Ladakh,9948,130,9713.0,6.0
2021-03-27,Ladakh,9965,130,9724.0,17.0
2021-03-28,Ladakh,9974,130,9727.0,9.0
2021-03-29,Ladakh,9974,130,9736.0,0.0
2021-03-30,Ladakh,10007,130,9742.0,33.0
2021-03-31,Ladakh,10119,130,9767.0,112.0
2021-04-01,Ladakh,10157,130,9771.0,38.0
2021-04-02,Ladakh,10175,130,9778.0,18.0
2021-04-03,Ladakh,10189,130,9781.0,14.0
2021-04-04,Ladakh,10226,130,9790.0,37.0
2021-04-05,Ladakh,10255,130,9802.0,29.0
2021-04-06,Ladakh,10303,130,9810.0,48.0
2021-04-07,Ladakh,10353,130,9824.0,50.0
2021-04-08,Ladakh,10412,130,9836.0,59.0
2021-04-09,Ladakh,10503,130,9868.0,91.0
2021-04-10,Ladakh,10619,130,9932.0,116.0
2021-04-11,Ladakh,10765,131,10023.0,146.0
2021-04-12,Ladakh,10780,131,10037.0,15.0
2021-04-13,Ladakh,10905,131,10053.0,125.0
2021-04-14,Ladakh,11070,131,10088.0,165.0
2021-04-15,Ladakh,11278,132,10095.0,208.0
2021-04-16,Ladakh,11464,132,10167.0,186.0
2021-04-17,Ladakh,11709,132,10214.0,245.0
2021-04-18,Ladakh,12071,133,10267.0,362.0
2021-04-19,Ladakh,12131,133,10351.0,60.0
2021-04-20,Ladakh,12306,133,10474.0,175.0
2021-04-21,Ladakh,12556,134,10610.0,250.0
2021-04-22,Ladakh,12739,134,10630.0,183.0
2021-04-23,Ladakh,12937,135,10761.0,198.0
2021-04-24,Ladakh,13089,135,10920.0,152.0
2021-04-25,Ladakh,13237,136,11129.0,148.0
2021-04-26,Ladakh,13357,138,11192.0,120.0
2021-04-27,Ladakh,13502,138,11507.0,145.0
2021-04-28,Ladakh,13642,139,11800.0,140.0
2021-04-29,Ladakh,13758,139,11937.0,116.0
2021-04-30,Ladakh,13866,140,12129.0,108.0
2021-05-01,Ladakh,13969,143,12376.0,103.0
2021-05-02,Ladakh,14086,144,12542.0,117.0
2021-05-03,Ladakh,14226,145,12735.0,140.0
2021-05-04,Ladakh,14315,148,12884.0,89.0
2021-05-05,Ladakh,14560,151,13035.0,245.0
2021-05-06,Ladakh,14811,151,13166.0,251.0
2021-05-07,Ladakh,14909,151,13326.0,98.0
2021-05-08,Ladakh,15023,152,13471.0,114.0
2021-05-09,Ladakh,15179,153,13614.0,156.0
2021-05-10,Ladakh,15317,155,13719.0,138.0
2021-05-11,Ladakh,15429,157,13825.0,112.0
2021-05-12,Ladakh,15564,157,13955.0,135.0
2021-05-13,Ladakh,15807,158,14102.0,243.0
2021-05-14,Ladakh,15916,161,14208.0,109.0
2021-05-15,Ladakh,16156,163,14439.0,240.0
2021-05-16,Ladakh,16333,165,14619.0,177.0
2021-05-17,Ladakh,16452,165,14741.0,119.0
2021-05-18,Ladakh,16582,165,14875.0,130.0
2021-05-19,Ladakh,16784,170,15031.0,202.0
2021-05-20,Ladakh,16918,171,15158.0,134.0
2021-05-21,Ladakh,17025,172,15264.0,107.0
2021-05-22,Ladakh,17146,173,15374.0,121.0
2021-05-23,Ladakh,17277,176,15585.0,131.0
2021-05-24,Ladakh,17407,178,15707.0,130.0
2021-05-25,Ladakh,17532,178,15891.0,125.0
2021-05-26,Ladakh,17810,179,16070.0,278.0
2021-05-27,Ladakh,18045,181,16200.0,235.0
2021-05-28,Ladakh,18186,185,16345.0,141.0
2021-05-29,Ladakh,18310,187,16517.0,124.0
2021-05-30,Ladakh,18448,187,16658.0,138.0
2021-05-31,Ladakh,18497,188,16754.0,49.0
2021-06-01,Ladakh,18662,189,16859.0,165.0
2021-06-02,Ladakh,18750,190,16979.0,88.0
2021-06-03,Ladakh,18841,191,17119.0,91.0
2021-06-04,Ladakh,18954,193,17256.0,113.0
2021-06-05,Ladakh,19076,194,17528.0,122.0
2021-06-06,Ladakh,19147,195,17782.0,71.0
2021-06-07,Ladakh,19197,195,17913.0,50.0
2021-06-08,Ladakh,19258,195,18052.0,61.0
2021-06-09,Ladakh,19330,195,18194.0,72.0
2021-06-10,Ladakh,19385,195,18265.0,55.0
2021-06-11,Ladakh,19475,197,18425.0,90.0
2021-06-12,Ladakh,19506,197,18513.0,31.0
2021-06-13,Ladakh,19544,197,18601.0,38.0
2021-06-14,Ladakh,19561,197,18706.0,17.0
2021-06-15,Ladakh,19611,198,18841.0,50.0
2021-06-16,Ladakh,19649,199,18898.0,38.0
2021-06-17,Ladakh,19682,199,18945.0,33.0
2021-06-18,Ladakh,19704,200,19022.0,22.0
2021-06-19,Ladakh,19730,200,19097.0,26.0
2021-06-20,Ladakh,19783,201,19150.0,53.0
2021-06-21,Ladakh,19805,202,19240.0,22.0
2021-06-22,Ladakh,19838,202,19271.0,33.0
2021-06-23,Ladakh,19871,202,19309.0,33.0
2021-06-24,Ladakh,19881,202,19341.0,10.0
2021-06-25,Ladakh,19903,202,19387.0,22.0
2021-06-26,Ladakh,19920,202,19425.0,17.0
2021-06-27,Ladakh,19941,202,19458.0,21.0
2021-06-28,Ladakh,19964,202,19481.0,23.0
2021-06-29,Ladakh,20022,202,19512.0,58.0
2021-06-30,Ladakh,20038,202,19565.0,16.0
2021-07-01,Ladakh,20073,202,19592.0,35.0
2021-03-02,Lakshadweep,397,1,268.0,0.0
2021-03-03,Lakshadweep,407,1,269.0,10.0
2021-03-04,Lakshadweep,414,1,285.0,7.0
2021-03-05,Lakshadweep,425,1,309.0,11.0
2021-03-06,Lakshadweep,425,1,309.0,0.0
2021-03-07,Lakshadweep,473,1,313.0,48.0
2021-03-08,Lakshadweep,486,1,327.0,13.0
2021-03-09,Lakshadweep,494,1,329.0,8.0
2021-03-10,Lakshadweep,509,1,341.0,15.0
2021-03-11,Lakshadweep,524,1,355.0,15.0
2021-03-12,Lakshadweep,569,1,374.0,45.0
2021-03-13,Lakshadweep,587,1,380.0,18.0
2021-03-14,Lakshadweep,603,1,394.0,16.0
2021-03-15,Lakshadweep,604,1,400.0,1.0
2021-03-16,Lakshadweep,606,1,416.0,2.0
2021-03-17,Lakshadweep,625,1,457.0,19.0
2021-03-18,Lakshadweep,639,1,459.0,14.0
2021-03-19,Lakshadweep,644,1,470.0,5.0
2021-03-20,Lakshadweep,647,1,489.0,3.0
2021-03-21,Lakshadweep,648,1,511.0,1.0
2021-03-22,Lakshadweep,666,1,536.0,18.0
2021-03-23,Lakshadweep,691,1,581.0,25.0
2021-03-24,Lakshadweep,697,1,592.0,6.0
2021-03-25,Lakshadweep,697,1,592.0,0.0
2021-03-26,Lakshadweep,708,1,596.0,11.0
2021-03-27,Lakshadweep,714,1,614.0,6.0
2021-03-28,Lakshadweep,714,1,625.0,0.0
2021-03-29,Lakshadweep,715,1,657.0,1.0
2021-03-30,Lakshadweep,715,1,669.0,0.0
2021-03-31,Lakshadweep,718,1,678.0,3.0
2021-04-01,Lakshadweep,723,1,680.0,5.0
2021-04-02,Lakshadweep,726,1,688.0,3.0
2021-04-03,Lakshadweep,733,1,690.0,7.0
2021-04-04,Lakshadweep,740,1,701.0,7.0
2021-04-05,Lakshadweep,741,1,704.0,1.0
2021-04-06,Lakshadweep,744,1,712.0,3.0
2021-04-07,Lakshadweep,751,1,712.0,7.0
2021-04-08,Lakshadweep,770,1,716.0,19.0
2021-04-09,Lakshadweep,778,1,719.0,8.0
2021-04-10,Lakshadweep,784,1,728.0,6.0
2021-04-11,Lakshadweep,794,1,733.0,10.0
2021-04-12,Lakshadweep,799,1,736.0,5.0
2021-04-13,Lakshadweep,813,1,737.0,14.0
2021-04-14,Lakshadweep,833,1,746.0,20.0
2021-04-15,Lakshadweep,845,1,746.0,12.0
2021-04-16,Lakshadweep,901,1,754.0,56.0
2021-04-17,Lakshadweep,945,1,765.0,44.0
2021-04-18,Lakshadweep,945,1,765.0,0.0
2021-04-19,Lakshadweep,1051,1,770.0,106.0
2021-04-20,Lakshadweep,1165,1,774.0,114.0
2021-04-21,Lakshadweep,1335,1,817.0,170.0
2021-04-22,Lakshadweep,1335,1,833.0,0.0
2021-04-23,Lakshadweep,1671,1,867.0,336.0
2021-04-24,Lakshadweep,1805,1,884.0,134.0
2021-04-25,Lakshadweep,1962,1,917.0,157.0
2021-04-26,Lakshadweep,2126,1,947.0,164.0
2021-04-27,Lakshadweep,2126,1,947.0,0.0
2021-04-28,Lakshadweep,2247,1,1067.0,121.0
2021-04-29,Lakshadweep,2401,1,1198.0,154.0
2021-04-30,Lakshadweep,2662,4,1382.0,261.0
2021-05-01,Lakshadweep,2767,4,1439.0,105.0
2021-05-02,Lakshadweep,2923,4,1481.0,156.0
2021-05-03,Lakshadweep,2923,4,1481.0,0.0
2021-05-04,Lakshadweep,3080,6,1868.0,157.0
2021-05-05,Lakshadweep,3080,6,1868.0,0.0
2021-05-06,Lakshadweep,3376,7,2240.0,296.0
2021-05-07,Lakshadweep,3528,8,2374.0,152.0
2021-05-08,Lakshadweep,3629,9,2493.0,101.0
2021-05-09,Lakshadweep,3756,9,2708.0,127.0
2021-05-10,Lakshadweep,3881,9,2856.0,125.0
2021-05-11,Lakshadweep,3982,10,2980.0,101.0
2021-05-12,Lakshadweep,3982,10,2980.0,0.0
2021-05-13,Lakshadweep,4202,11,3171.0,220.0
2021-05-14,Lakshadweep,4395,13,3290.0,193.0
2021-05-15,Lakshadweep,4568,13,3392.0,173.0
2021-05-16,Lakshadweep,4650,13,3487.0,82.0
2021-05-17,Lakshadweep,4767,14,3633.0,117.0
2021-05-18,Lakshadweep,4986,14,3764.0,219.0
2021-05-19,Lakshadweep,5212,15,3915.0,226.0
2021-05-20,Lakshadweep,5466,18,3974.0,254.0
2021-05-21,Lakshadweep,5756,20,4072.0,290.0
2021-05-22,Lakshadweep,6101,22,4251.0,345.0
2021-05-23,Lakshadweep,6418,22,4394.0,317.0
2021-05-24,Lakshadweep,6611,24,4537.0,193.0
2021-05-25,Lakshadweep,6847,24,4661.0,236.0
2021-05-26,Lakshadweep,7111,26,4765.0,264.0
2021-05-27,Lakshadweep,7229,26,4956.0,118.0
2021-05-28,Lakshadweep,7364,28,5136.0,135.0
2021-05-29,Lakshadweep,7542,29,5404.0,178.0
2021-05-30,Lakshadweep,7631,31,5622.0,89.0
2021-05-31,Lakshadweep,7928,32,5890.0,297.0
2021-06-01,Lakshadweep,8077,33,6242.0,149.0
2021-06-02,Lakshadweep,8166,33,6566.0,89.0
2021-06-03,Lakshadweep,8335,35,6833.0,169.0
2021-06-04,Lakshadweep,8479,35,7089.0,144.0
2021-06-05,Lakshadweep,8568,36,7324.0,89.0
2021-06-06,Lakshadweep,8667,38,7469.0,99.0
2021-06-07,Lakshadweep,8737,38,7694.0,70.0
2021-06-08,Lakshadweep,8775,41,7889.0,38.0
2021-06-09,Lakshadweep,8874,42,7942.0,99.0
2021-06-10,Lakshadweep,9002,42,8173.0,128.0
2021-06-11,Lakshadweep,9073,42,8310.0,71.0
2021-06-12,Lakshadweep,9122,43,8414.0,49.0
2021-06-13,Lakshadweep,9175,43,8517.0,53.0
2021-06-14,Lakshadweep,9209,44,8589.0,34.0
2021-06-15,Lakshadweep,9236,44,8672.0,27.0
2021-06-16,Lakshadweep,9297,45,8768.0,61.0
2021-06-17,Lakshadweep,9339,45,8847.0,42.0
2021-06-18,Lakshadweep,9377,45,8933.0,38.0
2021-06-19,Lakshadweep,9392,45,9000.0,15.0
2021-06-20,Lakshadweep,9430,46,9039.0,38.0
2021-06-21,Lakshadweep,9443,46,9078.0,13.0
2021-06-22,Lakshadweep,9471,46,9106.0,28.0
2021-06-23,Lakshadweep,9504,47,9142.0,33.0
2021-06-24,Lakshadweep,9559,47,9172.0,55.0
2021-06-25,Lakshadweep,9601,47,9232.0,42.0
2021-06-26,Lakshadweep,9632,48,9271.0,31.0
2021-06-27,Lakshadweep,9659,48,9313.0,27.0
2021-06-28,Lakshadweep,9681,48,9337.0,22.0
2021-06-29,Lakshadweep,9715,48,9372.0,34.0
2021-06-30,Lakshadweep,9742,48,9388.0,27.0
2021-07-01,Lakshadweep,9770,48,9411.0,28.0
2021-03-02,Madhya Pradesh,262102,3865,255336.0,0.0
2021-03-03,Madhya Pradesh,262433,3865,255595.0,331.0
2021-03-04,Madhya Pradesh,262850,3865,255888.0,417.0
2021-03-05,Madhya Pradesh,263290,3866,256116.0,440.0
2021-03-06,Madhya Pradesh,263747,3866,256424.0,457.0
2021-03-07,Madhya Pradesh,264214,3868,256819.0,467.0
2021-03-08,Madhya Pradesh,264643,3871,257166.0,429.0
2021-03-09,Madhya Pradesh,265070,3872,257560.0,427.0
2021-03-10,Madhya Pradesh,265527,3874,257942.0,457.0
2021-03-11,Madhya Pradesh,266043,3877,258251.0,516.0
2021-03-12,Madhya Pradesh,266573,3881,258598.0,530.0
2021-03-13,Madhya Pradesh,267176,3883,258958.0,603.0
2021-03-14,Madhya Pradesh,267851,3885,259454.0,675.0
2021-03-15,Madhya Pradesh,268594,3887,259967.0,743.0
2021-03-16,Madhya Pradesh,269391,3890,260477.0,797.0
2021-03-17,Madhya Pradesh,270208,3891,261031.0,817.0
2021-03-18,Madhya Pradesh,271040,3893,261531.0,832.0
2021-03-19,Madhya Pradesh,271957,3894,262031.0,917.0
2021-03-20,Madhya Pradesh,273097,3901,262587.0,1140.0
2021-03-21,Madhya Pradesh,274405,3903,263158.0,1308.0
2021-03-22,Madhya Pradesh,275727,3906,263821.0,1322.0
2021-03-23,Madhya Pradesh,277075,3908,264575.0,1348.0
2021-03-24,Madhya Pradesh,278577,3912,265373.0,1502.0
2021-03-25,Madhya Pradesh,280289,3919,266323.0,1712.0
2021-03-26,Madhya Pradesh,282174,3928,267242.0,1885.0
2021-03-27,Madhya Pradesh,284265,3937,268290.0,2091.0
2021-03-28,Madhya Pradesh,286407,3947,269465.0,2142.0
2021-03-29,Madhya Pradesh,288683,3958,270540.0,2276.0
2021-03-30,Madhya Pradesh,291006,3967,271889.0,2323.0
2021-03-31,Madhya Pradesh,293179,3977,273168.0,2173.0
2021-04-01,Madhya Pradesh,295511,3986,274429.0,2332.0
2021-04-02,Madhya Pradesh,298057,3998,276002.0,2546.0
2021-04-03,Madhya Pradesh,300834,4014,277484.0,2777.0
2021-04-04,Madhya Pradesh,303673,4029,279275.0,2839.0
2021-04-05,Madhya Pradesh,306851,4040,281476.0,3178.0
2021-04-06,Madhya Pradesh,310249,4055,283540.0,3398.0
2021-04-07,Madhya Pradesh,313971,4073,285743.0,3722.0
2021-04-08,Madhya Pradesh,318014,4086,287869.0,4043.0
2021-04-09,Madhya Pradesh,322338,4113,290165.0,4324.0
2021-04-10,Madhya Pradesh,327220,4136,292598.0,4882.0
2021-04-11,Madhya Pradesh,332206,4160,295339.0,4986.0
2021-04-12,Madhya Pradesh,338145,4184,298645.0,5939.0
2021-04-13,Madhya Pradesh,344634,4221,301762.0,6489.0
2021-04-14,Madhya Pradesh,353632,4261,305832.0,8998.0
2021-04-15,Madhya Pradesh,363352,4312,309489.0,9720.0
2021-04-16,Madhya Pradesh,373518,4365,313459.0,10166.0
2021-04-17,Madhya Pradesh,384563,4425,320955.0,11045.0
2021-04-18,Madhya Pradesh,395832,4491,327452.0,11269.0
2021-04-19,Madhya Pradesh,408080,4557,334947.0,12248.0
2021-04-20,Madhya Pradesh,420977,4636,341783.0,12897.0
2021-04-21,Madhya Pradesh,433704,4713,350720.0,12727.0
2021-04-22,Madhya Pradesh,446811,4788,359755.0,13107.0
2021-04-23,Madhya Pradesh,459195,4863,369375.0,12384.0
2021-04-24,Madhya Pradesh,472785,4937,380208.0,13590.0
2021-04-25,Madhya Pradesh,485703,5041,391299.0,12918.0
2021-04-26,Madhya Pradesh,499304,5133,402623.0,13601.0
2021-04-27,Madhya Pradesh,511990,5221,414235.0,12686.0
2021-04-28,Madhya Pradesh,525407,5319,425812.0,13417.0
2021-04-29,Madhya Pradesh,538165,5424,439968.0,12758.0
2021-04-30,Madhya Pradesh,550927,5519,453331.0,12762.0
2021-05-01,Madhya Pradesh,563327,5616,466915.0,12400.0
2021-05-02,Madhya Pradesh,575706,5718,481477.0,12379.0
2021-05-03,Madhya Pradesh,588368,5812,495367.0,12662.0
2021-05-04,Madhya Pradesh,600430,5905,508775.0,12062.0
2021-05-05,Madhya Pradesh,612666,6003,520024.0,12236.0
2021-05-06,Madhya Pradesh,624985,6074,529667.0,12319.0
2021-05-07,Madhya Pradesh,637406,6160,542632.0,12421.0
2021-05-08,Madhya Pradesh,649114,6244,547447.0,11708.0
2021-05-09,Madhya Pradesh,660712,6334,551892.0,11598.0
2021-05-10,Madhya Pradesh,671763,6420,556430.0,11051.0
2021-05-11,Madhya Pradesh,681478,6501,563754.0,9715.0
2021-05-12,Madhya Pradesh,691232,6595,573271.0,9754.0
2021-05-13,Madhya Pradesh,700202,6679,583595.0,8970.0
2021-05-14,Madhya Pradesh,708621,6753,593752.0,8419.0
2021-05-15,Madhya Pradesh,716708,6841,605423.0,8087.0
2021-05-16,Madhya Pradesh,724279,6913,617396.0,7571.0
2021-05-17,Madhya Pradesh,731385,6992,629741.0,7106.0
2021-05-18,Madhya Pradesh,737306,7069,641254.0,5921.0
2021-05-19,Madhya Pradesh,742718,7139,652612.0,5412.0
2021-05-20,Madhya Pradesh,747783,7227,662949.0,5065.0
2021-05-21,Madhya Pradesh,752735,7315,672695.0,4952.0
2021-05-22,Madhya Pradesh,757119,7394,682100.0,4384.0
2021-05-23,Madhya Pradesh,760963,7483,691427.0,3844.0
2021-05-24,Madhya Pradesh,764338,7558,699014.0,3375.0
2021-05-25,Madhya Pradesh,767274,7618,706003.0,2936.0
2021-05-26,Madhya Pradesh,769696,7686,713376.0,2422.0
2021-05-27,Madhya Pradesh,771878,7758,720855.0,2182.0
2021-05-28,Madhya Pradesh,773855,7828,727700.0,1977.0
2021-05-29,Madhya Pradesh,775709,7891,733496.0,1854.0
2021-05-30,Madhya Pradesh,777349,7959,738491.0,1640.0
2021-05-31,Madhya Pradesh,778825,8019,743550.0,1476.0
2021-06-01,Madhya Pradesh,780030,8067,748573.0,1205.0
2021-06-02,Madhya Pradesh,781108,8112,752693.0,1078.0
2021-06-03,Madhya Pradesh,782099,8157,756806.0,991.0
2021-06-04,Madhya Pradesh,782945,8207,760552.0,846.0
2021-06-05,Madhya Pradesh,783743,8257,762597.0,798.0
2021-06-06,Madhya Pradesh,784461,8295,764822.0,718.0
2021-06-07,Madhya Pradesh,785196,8337,766756.0,735.0
2021-06-08,Madhya Pradesh,785767,8369,768538.0,571.0
2021-06-09,Madhya Pradesh,786302,8405,769914.0,535.0
2021-06-10,Madhya Pradesh,786755,8441,771243.0,453.0
2021-06-11,Madhya Pradesh,787175,8475,772375.0,420.0
2021-06-12,Madhya Pradesh,787572,8510,773615.0,397.0
2021-06-13,Madhya Pradesh,787909,8534,774600.0,337.0
2021-06-14,Madhya Pradesh,788183,8552,775380.0,274.0
2021-06-15,Madhya Pradesh,788425,8588,775896.0,242.0
2021-06-16,Madhya Pradesh,788649,8615,776424.0,224.0
2021-06-17,Madhya Pradesh,788809,8649,776887.0,160.0
2021-06-18,Madhya Pradesh,788954,8679,777291.0,145.0
2021-06-19,Madhya Pradesh,789064,8707,777630.0,110.0
2021-06-20,Madhya Pradesh,789174,8737,777995.0,110.0
2021-06-21,Madhya Pradesh,789261,8767,778280.0,87.0
2021-06-22,Madhya Pradesh,789350,8786,778584.0,89.0
2021-06-23,Madhya Pradesh,789415,8806,778902.0,65.0
2021-06-24,Madhya Pradesh,789499,8827,779177.0,84.0
2021-06-25,Madhya Pradesh,789561,8849,779432.0,62.0
2021-06-26,Madhya Pradesh,789611,8871,779630.0,50.0
2021-06-27,Madhya Pradesh,789657,8896,779834.0,46.0
2021-06-28,Madhya Pradesh,789696,8917,779963.0,39.0
2021-06-29,Madhya Pradesh,789733,8936,780101.0,37.0
2021-06-30,Madhya Pradesh,789771,8954,780187.0,38.0
2021-07-01,Madhya Pradesh,789804,8969,780265.0,33.0
2021-03-02,Maharashtra,2161467,52184,2030458.0,0.0
2021-03-03,Maharashtra,2169330,52238,2036790.0,7863.0
2021-03-04,Maharashtra,2179185,52280,2043349.0,9855.0
2021-03-05,Maharashtra,2188183,52340,2049484.0,8998.0
2021-03-06,Maharashtra,2198399,52393,2055951.0,10216.0
2021-03-07,Maharashtra,2208586,52440,2062031.0,10187.0
2021-03-08,Maharashtra,2219727,52478,2068044.0,11141.0
2021-03-09,Maharashtra,2228471,52500,2077112.0,8744.0
2021-03-10,Maharashtra,2238398,52556,2089294.0,9927.0
2021-03-11,Maharashtra,2252057,52610,2099207.0,13659.0
2021-03-12,Maharashtra,2266374,52667,2106400.0,14317.0
2021-03-13,Maharashtra,2282191,52723,2117744.0,15817.0
2021-03-14,Maharashtra,2297793,52811,2125211.0,15602.0
2021-03-15,Maharashtra,2314413,52861,2134072.0,16620.0
2021-03-16,Maharashtra,2329464,52909,2144743.0,15051.0
2021-03-17,Maharashtra,2347328,52996,2154253.0,17864.0
2021-03-18,Maharashtra,2370507,53080,2163391.0,23179.0
2021-03-19,Maharashtra,2396340,53138,2175565.0,25833.0
2021-03-20,Maharashtra,2422021,53208,2189965.0,25681.0
2021-03-21,Maharashtra,2449147,53300,2203553.0,27126.0
2021-03-22,Maharashtra,2479682,53399,2214867.0,30535.0
2021-03-23,Maharashtra,2504327,53457,2234330.0,24645.0
2021-03-24,Maharashtra,2533026,53589,2247495.0,28699.0
2021-03-25,Maharashtra,2564881,53684,2262593.0,31855.0
2021-03-26,Maharashtra,2600833,53795,2283037.0,35952.0
2021-03-27,Maharashtra,2637735,53907,2300056.0,36902.0
2021-03-28,Maharashtra,2673461,54073,2314579.0,35726.0
2021-03-29,Maharashtra,2713875,54181,2332453.0,40414.0
2021-03-30,Maharashtra,2745518,54283,2353307.0,31643.0
2021-03-31,Maharashtra,2773436,54422,2377127.0,27918.0
2021-04-01,Maharashtra,2812980,54649,2400727.0,39544.0
2021-04-02,Maharashtra,2856163,54898,2433368.0,43183.0
2021-04-03,Maharashtra,2904076,55379,2457494.0,47913.0
2021-04-04,Maharashtra,2953523,55656,2495315.0,49447.0
2021-04-05,Maharashtra,3010597,55878,2522823.0,57074.0
2021-04-06,Maharashtra,3057885,56033,2549075.0,47288.0
2021-04-07,Maharashtra,3113354,56330,2583331.0,55469.0
2021-04-08,Maharashtra,3173261,56652,2613627.0,59907.0
2021-04-09,Maharashtra,3229547,57028,2649757.0,56286.0
2021-04-10,Maharashtra,3288540,57329,2695148.0,58993.0
2021-04-11,Maharashtra,3343951,57638,2748153.0,55411.0
2021-04-12,Maharashtra,3407245,57987,2782161.0,63294.0
2021-04-13,Maharashtra,3458996,58245,2834473.0,51751.0
2021-04-14,Maharashtra,3519208,58526,2866097.0,60212.0
2021-04-15,Maharashtra,3578160,58804,2905721.0,58952.0
2021-04-16,Maharashtra,3639855,59153,2959056.0,61695.0
2021-04-17,Maharashtra,3703584,59551,3004391.0,63729.0
2021-04-18,Maharashtra,3770707,59970,3061174.0,67123.0
2021-04-19,Maharashtra,3839338,60473,3106828.0,68631.0
2021-04-20,Maharashtra,3898262,60824,3159240.0,58924.0
2021-04-21,Maharashtra,3960359,61343,3213464.0,62097.0
2021-04-22,Maharashtra,4027827,61911,3268449.0,67468.0
2021-04-23,Maharashtra,4094840,62479,3330747.0,67013.0
2021-04-24,Maharashtra,4161676,63252,3404792.0,66836.0
2021-04-25,Maharashtra,4228836,63928,3468610.0,67160.0
2021-04-26,Maharashtra,4295027,64760,3530060.0,66191.0
2021-04-27,Maharashtra,4343727,65284,3601796.0,48700.0
2021-04-28,Maharashtra,4410085,66179,3669548.0,66358.0
2021-04-29,Maharashtra,4473394,67214,3730729.0,63309.0
2021-04-30,Maharashtra,4539553,67985,3799266.0,66159.0
2021-05-01,Maharashtra,4602472,68813,3868976.0,62919.0
2021-05-02,Maharashtra,4665754,69615,3930302.0,63282.0
2021-05-03,Maharashtra,4722401,70284,3981658.0,56647.0
2021-05-04,Maharashtra,4771022,70851,4041158.0,48621.0
2021-05-05,Maharashtra,4822902,71742,4107092.0,51880.0
2021-05-06,Maharashtra,4880542,72662,4164098.0,57640.0
2021-05-07,Maharashtra,4942736,73515,4227940.0,62194.0
2021-05-08,Maharashtra,4996758,74413,4265326.0,54022.0
2021-05-09,Maharashtra,5053336,75277,4347592.0,56578.0
2021-05-10,Maharashtra,5101737,75849,4407818.0,48401.0
