Date,State,Confirmed,Deaths,Recovered,New Cases
2021-05-17,Delhi,1393867,21506,1309578.0,6456.0
2021-05-18,Delhi,1398391,21846,1320496.0,4524.0
2021-05-19,Delhi,1402873,22111,1329899.0,4482.0
2021-05-20,Delhi,1406719,22346,1339326.0,3846.0
2021-05-21,Delhi,1409950,22579,1347157.0,3231.0
2021-05-22,Delhi,1412959,22831,1354445.0,3009.0
2021-05-23,Delhi,1415219,23013,1360898.0,2260.0
2021-05-24,Delhi,1416868,23202,1366056.0,1649.0
2021-05-25,Delhi,1418418,23409,1370431.0,1550.0
2021-05-26,Delhi,1419986,23565,1374682.0,1568.0
2021-05-27,Delhi,1421477,23695,1378634.0,1491.0
2021-05-28,Delhi,1422549,23812,1382359.0,1072.0
2021-05-29,Delhi,1423690,23951,1385158.0,1141.0
2021-05-30,Delhi,1424646,24073,1387538.0,956.0
2021-05-31,Delhi,1425592,24151,1389341.0,946.0
2021-06-01,Delhi,1426240,24237,1390963.0,648.0
2021-06-02,Delhi,1426863,24299,1392386.0,623.0
2021-06-03,Delhi,1427439,24402,1393673.0,576.0
2021-06-04,Delhi,1427926,24447,1394731.0,487.0
2021-06-05,Delhi,1428449,24497,1395892.0,523.0
2021-06-06,Delhi,1428863,24557,1397575.0,414.0
2021-06-07,Delhi,1429244,24591,1398764.0,381.0
2021-06-08,Delhi,1429475,24627,1399640.0,231.0
2021-06-09,Delhi,1429791,24668,1400161.0,316.0
2021-06-10,Delhi,1430128,24704,1400913.0,337.0
2021-06-11,Delhi,1430433,24748,1401473.0,305.0
2021-06-12,Delhi,1430671,24772,1401977.0,238.0
2021-06-13,Delhi,1430884,24800,1402474.0,213.0
2021-06-14,Delhi,1431139,24823,1402850.0,255.0
2021-06-15,Delhi,1431270,24839,1403205.0,131.0
2021-06-16,Delhi,1431498,24851,1403569.0,228.0
2021-06-17,Delhi,1431710,24876,1404085.0,212.0
2021-06-18,Delhi,1431868,24886,1404428.0,158.0
2021-06-19,Delhi,1432033,24900,1404688.0,165.0
2021-06-20,Delhi,1432168,24907,1404889.0,135.0
2021-06-21,Delhi,1432292,24914,1405287.0,124.0
2021-06-22,Delhi,1432381,24925,1405460.0,89.0
2021-06-23,Delhi,1432778,24933,1405927.0,397.0
2021-06-24,Delhi,1433366,24940,1406629.0,588.0
2021-06-25,Delhi,1433475,24948,1406760.0,109.0
2021-06-26,Delhi,1433590,24952,1406958.0,115.0
2021-06-27,Delhi,1433675,24961,1407116.0,85.0
2021-06-28,Delhi,1433934,24965,1407401.0,259.0
2021-06-29,Delhi,1433993,24967,1407473.0,59.0
2021-06-30,Delhi,1434094,24971,1407592.0,101.0
2021-07-01,Delhi,1434188,24977,1407832.0,94.0
2021-03-02,Goa,55026,796,53647.0,0.0
2021-03-03,Goa,55073,796,53695.0,47.0
2021-03-04,Goa,55143,796,53737.0,70.0
2021-03-05,Goa,55212,798,53775.0,69.0
2021-03-06,Goa,55291,799,53817.0,79.0
2021-03-07,Goa,55361,799,53862.0,70.0
2021-03-08,Goa,55409,799,53922.0,48.0
2021-03-09,Goa,55463,799,54032.0,54.0
2021-03-10,Goa,55538,802,54073.0,75.0
2021-03-11,Goa,55607,802,54130.0,69.0
2021-03-12,Goa,55676,803,54169.0,69.0
2021-03-13,Goa,55758,804,54209.0,82.0
2021-03-14,Goa,55851,805,54279.0,93.0
2021-03-15,Goa,55917,806,54362.0,66.0
2021-03-16,Goa,56006,807,54424.0,89.0
2021-03-17,Goa,56100,811,54497.0,94.0
2021-03-18,Goa,56173,812,54556.0,73.0
2021-03-19,Goa,56271,813,54597.0,98.0
2021-03-20,Goa,56371,815,54657.0,100.0
2021-03-21,Goa,56525,815,54713.0,154.0
2021-03-22,Goa,56623,818,54792.0,98.0
2021-03-23,Goa,56708,818,54873.0,85.0
2021-03-24,Goa,56841,821,54931.0,133.0
2021-03-25,Goa,56981,821,55004.0,140.0
2021-03-26,Goa,57170,822,55070.0,189.0
2021-03-27,Goa,57283,823,55181.0,113.0
2021-03-28,Goa,57453,824,55250.0,170.0
2021-03-29,Goa,57584,826,55354.0,131.0
2021-03-30,Goa,57712,828,55455.0,128.0
2021-03-31,Goa,57839,829,55591.0,127.0
2021-04-01,Goa,58039,830,55653.0,200.0
2021-04-02,Goa,58304,831,55757.0,265.0
2021-04-03,Goa,58584,832,55838.0,280.0
2021-04-04,Goa,58803,834,55989.0,219.0
2021-04-05,Goa,59068,835,56156.0,265.0
2021-04-06,Goa,59315,837,56298.0,247.0
2021-04-07,Goa,59702,838,56393.0,387.0
2021-04-08,Goa,60229,840,56531.0,527.0
2021-04-09,Goa,60811,842,56638.0,582.0
2021-04-10,Goa,61239,845,56797.0,428.0
2021-04-11,Goa,61779,846,56964.0,540.0
2021-04-12,Goa,62304,848,57134.0,525.0
2021-04-13,Goa,62780,850,57365.0,476.0
2021-04-14,Goa,63342,853,57601.0,562.0
2021-04-15,Goa,63815,857,57846.0,473.0
2021-04-16,Goa,64572,862,58028.0,757.0
2021-04-17,Goa,65499,868,58310.0,927.0
2021-04-18,Goa,66261,872,58746.0,762.0
2021-04-19,Goa,67212,883,59277.0,951.0
2021-04-20,Goa,68152,900,59705.0,940.0
2021-04-21,Goa,69312,926,60145.0,1160.0
2021-04-22,Goa,70814,943,60571.0,1502.0
2021-04-23,Goa,72224,964,61032.0,1410.0
2021-04-24,Goa,73644,976,61628.0,1420.0
2021-04-25,Goa,75184,993,62113.0,1540.0
2021-04-26,Goa,77477,1017,62771.0,2293.0
2021-04-27,Goa,79798,1055,63483.0,2321.0
2021-04-28,Goa,81908,1086,64231.0,2110.0
2021-04-29,Goa,85009,1110,65070.0,3101.0
2021-04-30,Goa,88028,1146,65984.0,3019.0
2021-05-01,Goa,91052,1168,66939.0,3024.0
2021-05-02,Goa,93355,1222,68249.0,2303.0
2021-05-03,Goa,95385,1274,69504.0,2030.0
2021-05-04,Goa,98088,1320,70929.0,2703.0
2021-05-05,Goa,100902,1372,72799.0,2814.0
2021-05-06,Goa,104398,1443,74991.0,3496.0
2021-05-07,Goa,108267,1501,77014.0,3869.0
2021-05-08,Goa,112462,1557,79189.0,4195.0
2021-05-09,Goa,116213,1612,82214.0,3751.0
2021-05-10,Goa,118846,1679,85292.0,2633.0
2021-05-11,Goa,121650,1729,87659.0,2804.0
2021-05-12,Goa,124774,1804,90134.0,3124.0
2021-05-13,Goa,127639,1874,92974.0,2865.0
2021-05-14,Goa,130130,1937,95240.0,2491.0
2021-05-15,Goa,132585,1998,98200.0,2455.0
2021-05-16,Goa,134542,2056,101712.0,1957.0
2021-05-17,Goa,135856,2099,105505.0,1314.0
2021-05-18,Goa,137418,2152,109513.0,1562.0
2021-05-19,Goa,138776,2197,112633.0,1358.0
2021-05-20,Goa,139985,2228,114793.0,1209.0
2021-05-21,Goa,141567,2272,118487.0,1582.0
2021-05-22,Goa,143192,2302,121562.0,1625.0
2021-05-23,Goa,144839,2341,124255.0,1647.0
2021-05-24,Goa,146460,2383,126800.0,1621.0
2021-05-25,Goa,147861,2421,129162.0,1401.0
2021-05-26,Goa,149410,2460,131244.0,1549.0
2021-05-27,Goa,150897,2499,132607.0,1487.0
2021-05-28,Goa,152401,2538,134164.0,1504.0
2021-05-29,Goa,153456,2570,135560.0,1055.0
2021-05-30,Goa,154419,2597,136766.0,963.0
2021-05-31,Goa,155064,2625,138429.0,645.0
2021-06-01,Goa,155666,2649,140254.0,602.0
2021-06-02,Goa,156569,2671,142031.0,903.0
2021-06-03,Goa,157275,2693,143742.0,706.0
2021-06-04,Goa,157847,2710,145437.0,572.0
2021-06-05,Goa,158423,2727,146597.0,576.0
2021-06-06,Goa,158990,2744,148030.0,567.0
2021-06-07,Goa,159393,2760,149479.0,403.0
2021-06-08,Goa,159811,2840,150574.0,418.0
2021-06-09,Goa,160284,2859,151526.0,473.0
2021-06-10,Goa,160740,2877,152073.0,456.0
2021-06-11,Goa,161153,2891,152657.0,413.0
2021-06-12,Goa,161576,2899,153476.0,423.0
2021-06-13,Goa,162048,2914,154077.0,472.0
2021-06-14,Goa,162468,2928,154658.0,420.0
2021-06-15,Goa,162721,2937,155378.0,253.0
2021-06-16,Goa,163048,2947,155926.0,327.0
2021-06-17,Goa,163358,2960,156354.0,310.0
2021-06-18,Goa,163612,2969,156819.0,254.0
2021-06-19,Goa,163927,2975,157353.0,315.0
2021-06-20,Goa,164229,2984,157772.0,302.0
2021-06-21,Goa,164436,2990,158178.0,207.0
2021-06-22,Goa,164654,2997,158591.0,218.0
2021-06-23,Goa,164957,3008,159029.0,303.0
2021-06-24,Goa,165197,3013,159419.0,240.0
2021-06-25,Goa,165426,3022,159677.0,229.0
2021-06-26,Goa,165648,3027,159954.0,222.0
2021-06-27,Goa,165883,3032,160247.0,235.0
2021-06-28,Goa,166098,3039,160548.0,215.0
2021-06-29,Goa,166236,3046,160874.0,138.0
2021-06-30,Goa,166449,3048,161160.0,213.0
2021-07-01,Goa,166689,3054,161361.0,240.0
2021-03-02,Gujarat,270316,4410,263475.0,0.0
2021-03-03,Gujarat,270770,4411,263837.0,454.0
2021-03-04,Gujarat,271245,4412,264195.0,475.0
2021-03-05,Gujarat,271725,4412,264564.0,480.0
2021-03-06,Gujarat,272240,4413,264969.0,515.0
2021-03-07,Gujarat,272811,4414,265372.0,571.0
2021-03-08,Gujarat,273386,4415,265831.0,575.0
2021-03-09,Gujarat,273941,4416,266313.0,555.0
2021-03-10,Gujarat,274522,4418,266766.0,581.0
2021-03-11,Gujarat,275197,4418,267250.0,675.0
2021-03-12,Gujarat,275907,4418,267701.0,710.0
2021-03-13,Gujarat,276622,4420,268196.0,715.0
2021-03-14,Gujarat,277397,4422,268775.0,775.0
2021-03-15,Gujarat,278207,4424,269361.0,810.0
2021-03-16,Gujarat,279097,4425,269955.0,890.0
2021-03-17,Gujarat,280051,4427,270658.0,954.0
2021-03-18,Gujarat,281173,4430,271433.0,1122.0
2021-03-19,Gujarat,282449,4433,272332.0,1276.0
2021-03-20,Gujarat,283864,4437,273280.0,1415.0
2021-03-21,Gujarat,285429,4443,274249.0,1565.0
2021-03-22,Gujarat,287009,4450,275238.0,1580.0
2021-03-23,Gujarat,288649,4454,276348.0,1640.0
2021-03-24,Gujarat,290379,4458,277603.0,1730.0
2021-03-25,Gujarat,292169,4466,278880.0,1790.0
2021-03-26,Gujarat,294130,4473,280285.0,1961.0
2021-03-27,Gujarat,296320,4479,281707.0,2190.0
2021-03-28,Gujarat,298596,4484,283241.0,2276.0
2021-03-29,Gujarat,300866,4492,284846.0,2270.0
2021-03-30,Gujarat,303118,4500,286577.0,2252.0
2021-03-31,Gujarat,305338,4510,288565.0,2220.0
2021-04-01,Gujarat,307698,4519,290569.0,2360.0
2021-04-02,Gujarat,310108,4528,292584.0,2410.0
2021-04-03,Gujarat,312748,4539,294650.0,2640.0
2021-04-04,Gujarat,315563,4552,296713.0,2815.0
2021-04-05,Gujarat,318438,4566,298737.0,2875.0
2021-04-06,Gujarat,321598,4581,300765.0,3160.0
2021-04-07,Gujarat,324878,4598,302932.0,3280.0
2021-04-08,Gujarat,328453,4620,305149.0,3575.0
2021-04-09,Gujarat,332474,4655,307346.0,4021.0
2021-04-10,Gujarat,337015,4697,309626.0,4541.0
2021-04-11,Gujarat,342026,4746,312151.0,5011.0
2021-04-12,Gujarat,347495,4800,315127.0,5469.0
2021-04-13,Gujarat,353516,4855,317981.0,6021.0
2021-04-14,Gujarat,360206,4922,320729.0,6690.0
2021-04-15,Gujarat,367616,4995,323371.0,7410.0
2021-04-16,Gujarat,375768,5076,326394.0,8152.0
2021-04-17,Gujarat,384688,5170,329781.0,8920.0
2021-04-18,Gujarat,394229,5267,333564.0,9541.0
2021-04-19,Gujarat,404569,5377,337545.0,10340.0
2021-04-20,Gujarat,415972,5494,341724.0,11403.0
2021-04-21,Gujarat,428178,5615,346063.0,12206.0
2021-04-22,Gujarat,440731,5740,350865.0,12553.0
2021-04-23,Gujarat,453836,5877,355875.0,13105.0
2021-04-24,Gujarat,467640,6019,361493.0,13804.0
2021-04-25,Gujarat,481737,6171,367972.0,14097.0
2021-04-26,Gujarat,496033,6328,374699.0,14296.0
2021-04-27,Gujarat,510373,6486,382426.0,14340.0
2021-04-28,Gujarat,524725,6656,390229.0,14352.0
2021-04-29,Gujarat,538845,6830,398824.0,14120.0
2021-04-30,Gujarat,553172,7010,408368.0,14327.0
2021-05-01,Gujarat,567777,7183,418548.0,14605.0
2021-05-02,Gujarat,581624,7355,429130.0,13847.0
2021-05-03,Gujarat,594602,7508,440276.0,12978.0
2021-05-04,Gujarat,607422,7648,452275.0,12820.0
2021-05-05,Gujarat,620472,7779,464396.0,13050.0
2021-05-06,Gujarat,633427,7912,477391.0,12955.0
2021-05-07,Gujarat,645972,8035,490412.0,12545.0
2021-05-08,Gujarat,658036,8154,503497.0,12064.0
2021-05-09,Gujarat,669928,8273,518234.0,11892.0
2021-05-10,Gujarat,681012,8394,533004.0,11084.0
2021-05-11,Gujarat,692604,8511,547935.0,11592.0
2021-05-12,Gujarat,703594,8629,563133.0,10990.0
2021-05-13,Gujarat,714611,8731,578397.0,11017.0
2021-05-14,Gujarat,725353,8840,593666.0,10742.0
2021-05-15,Gujarat,735348,8944,609031.0,9995.0
2021-05-16,Gujarat,744409,9039,624107.0,9061.0
2021-05-17,Gujarat,752619,9121,638590.0,8210.0
2021-05-18,Gujarat,759754,9202,650932.0,7135.0
2021-05-19,Gujarat,766201,9269,660489.0,6447.0
2021-05-20,Gujarat,771447,9340,669490.0,5246.0
2021-05-21,Gujarat,776220,9404,677798.0,4773.0
2021-05-22,Gujarat,780471,9469,686581.0,4251.0
2021-05-23,Gujarat,784676,9523,695026.0,4205.0
2021-05-24,Gujarat,788470,9576,703760.0,3794.0
2021-05-25,Gujarat,791657,9621,713065.0,3187.0
2021-05-26,Gujarat,794912,9665,722741.0,3255.0
2021-05-27,Gujarat,797997,9701,732748.0,3085.0
2021-05-28,Gujarat,800866,9734,742050.0,2869.0
2021-05-29,Gujarat,803387,9761,750015.0,2521.0
2021-05-30,Gujarat,805617,9790,757124.0,2230.0
2021-05-31,Gujarat,807488,9815,762270.0,1871.0
2021-06-01,Gujarat,809169,9833,766991.0,1681.0
2021-06-02,Gujarat,810730,9855,771860.0,1561.0
2021-06-03,Gujarat,812063,9873,775958.0,1333.0
2021-06-04,Gujarat,813270,9890,778976.0,1207.0
2021-06-05,Gujarat,814390,9906,782374.0,1120.0
2021-06-06,Gujarat,815386,9921,785378.0,996.0
2021-06-07,Gujarat,816234,9933,788293.0,848.0
2021-06-08,Gujarat,817012,9944,790906.0,778.0
2021-06-09,Gujarat,817707,9955,793028.0,695.0
2021-06-10,Gujarat,818351,9965,794703.0,644.0
2021-06-11,Gujarat,818895,9976,796208.0,544.0
2021-06-12,Gujarat,819376,9985,797734.0,481.0
2021-06-13,Gujarat,819866,9991,799012.0,490.0
2021-06-14,Gujarat,820321,9997,800075.0,455.0
2021-06-15,Gujarat,820726,10003,801181.0,405.0
2021-06-16,Gujarat,821078,10007,802187.0,352.0
2021-06-17,Gujarat,821376,10012,803122.0,298.0
2021-06-18,Gujarat,821659,10018,803892.0,283.0
2021-06-19,Gujarat,821921,10023,804668.0,262.0
2021-06-20,Gujarat,822149,10028,805542.0,228.0
2021-06-21,Gujarat,822334,10032,806193.0,185.0
2021-06-22,Gujarat,822485,10034,806812.0,151.0
2021-06-23,Gujarat,822620,10037,807424.0,135.0
2021-06-24,Gujarat,822758,10040,807911.0,138.0
2021-06-25,Gujarat,822887,10042,808418.0,129.0
2021-06-26,Gujarat,823010,10045,808849.0,123.0
2021-06-27,Gujarat,823132,10048,809201.0,122.0
2021-06-28,Gujarat,823244,10051,809506.0,112.0
2021-06-29,Gujarat,823340,10054,809821.0,96.0
2021-06-30,Gujarat,823433,10056,810147.0,93.0
2021-07-01,Gujarat,823523,10059,810451.0,90.0
2021-03-02,Haryana,270950,3050,266612.0,0.0
2021-03-03,Haryana,271125,3052,266725.0,175.0
2021-03-04,Haryana,271365,3052,266843.0,240.0
2021-03-05,Haryana,271659,3052,266992.0,294.0
2021-03-06,Haryana,271892,3053,267116.0,233.0
2021-03-07,Haryana,272215,3056,267261.0,323.0
2021-03-08,Haryana,272520,3056,267433.0,305.0
2021-03-09,Haryana,272751,3058,267610.0,231.0
2021-03-10,Haryana,273087,3062,267762.0,336.0
2021-03-11,Haryana,273446,3064,267942.0,359.0
2021-03-12,Haryana,273888,3065,268144.0,442.0
2021-03-13,Haryana,274273,3069,268397.0,385.0
2021-03-14,Haryana,274697,3073,268672.0,424.0
2021-03-15,Haryana,275137,3074,268968.0,440.0
2021-03-16,Haryana,275557,3077,269268.0,420.0
2021-03-17,Haryana,276080,3079,269517.0,523.0
2021-03-18,Haryana,276635,3083,269812.0,555.0
2021-03-19,Haryana,277268,3089,270222.0,633.0
2021-03-20,Haryana,278140,3090,270670.0,872.0
2021-03-21,Haryana,278961,3093,271038.0,821.0
2021-03-22,Haryana,279828,3098,271375.0,867.0
2021-03-23,Haryana,280693,3101,271894.0,865.0
2021-03-24,Haryana,281588,3104,272335.0,895.0
2021-03-25,Haryana,282569,3110,272714.0,981.0
2021-03-26,Haryana,283622,3117,273276.0,1053.0
2021-03-27,Haryana,284944,3125,274024.0,1322.0
2021-03-28,Haryana,286327,3132,274785.0,1383.0
2021-03-29,Haryana,287719,3141,275458.0,1392.0
2021-03-30,Haryana,288714,3143,276259.0,995.0
2021-03-31,Haryana,289694,3147,277110.0,980.0
2021-04-01,Haryana,290800,3155,277919.0,1106.0
2021-04-02,Haryana,292409,3164,278883.0,1609.0
2021-04-03,Haryana,294270,3174,280074.0,1861.0
2021-04-04,Haryana,296229,3184,281258.0,1959.0
2021-04-05,Haryana,298133,3191,282368.0,1904.0
2021-04-06,Haryana,300173,3199,283869.0,2040.0
2021-04-07,Haryana,302272,3208,284984.0,2099.0
2021-04-08,Haryana,304638,3219,286182.0,2366.0
2021-04-09,Haryana,307510,3230,287151.0,2872.0
2021-04-10,Haryana,310504,3241,289121.0,2994.0
2021-04-11,Haryana,313441,3252,290736.0,2937.0
2021-04-12,Haryana,316881,3268,292632.0,3440.0
2021-04-13,Haryana,320699,3282,294930.0,3818.0
2021-04-14,Haryana,324544,3298,297039.0,3845.0
2021-04-15,Haryana,329942,3316,299205.0,5398.0
2021-04-16,Haryana,335800,3334,301948.0,5858.0
2021-04-17,Haryana,342077,3354,304906.0,6277.0
2021-04-18,Haryana,349794,3386,307850.0,7717.0
2021-04-19,Haryana,356971,3415,311339.0,7177.0
2021-04-20,Haryana,363813,3448,315002.0,6842.0
2021-04-21,Haryana,371624,3483,318369.0,7811.0
2021-04-22,Haryana,381247,3528,322297.0,9623.0
2021-04-23,Haryana,390989,3583,328809.0,9742.0
2021-04-24,Haryana,402843,3643,335143.0,11854.0
2021-04-25,Haryana,413334,3703,340247.0,10491.0
2021-04-26,Haryana,424319,3767,346304.0,10985.0
2021-04-27,Haryana,435823,3842,352515.0,11504.0
2021-04-28,Haryana,447754,3926,359699.0,11931.0
2021-04-29,Haryana,460198,4021,367317.0,12444.0
2021-04-30,Haryana,474145,4118,376852.0,13947.0
2021-05-01,Haryana,487978,4216,386200.0,13833.0
2021-05-02,Haryana,501566,4341,394709.0,13588.0
2021-05-03,Haryana,514888,4486,405132.0,13322.0
2021-05-04,Haryana,527773,4626,418425.0,12885.0
2021-05-05,Haryana,543559,4779,429950.0,15786.0
2021-05-06,Haryana,558975,4960,440590.0,15416.0
2021-05-07,Haryana,573815,5137,452836.0,14840.0
2021-05-08,Haryana,587682,5299,466420.0,13867.0
2021-05-09,Haryana,602349,5454,480786.0,14667.0
2021-05-10,Haryana,615897,5605,493425.0,13548.0
2021-05-11,Haryana,628615,5766,509617.0,12718.0
2021-05-12,Haryana,640252,5910,525345.0,11637.0
2021-05-13,Haryana,652742,6075,539609.0,12490.0
2021-05-14,Haryana,665028,6238,555650.0,12286.0
2021-05-15,Haryana,675636,6402,570227.0,10608.0
2021-05-16,Haryana,685312,6546,582820.0,9676.0
2021-05-17,Haryana,694427,6685,597676.0,9115.0
2021-05-18,Haryana,701915,6799,611955.0,7488.0
2021-05-19,Haryana,709689,6923,626852.0,7774.0
2021-05-20,Haryana,716507,7076,638673.0,6818.0
2021-05-21,Haryana,722964,7205,653407.0,6457.0
2021-05-22,Haryana,728607,7317,666893.0,5643.0
2021-05-23,Haryana,733628,7415,678220.0,5021.0
2021-05-24,Haryana,738028,7512,687700.0,4400.0
2021-05-25,Haryana,741785,7607,696059.0,3757.0
2021-05-26,Haryana,744602,7735,702779.0,2817.0
2021-05-27,Haryana,747740,7841,708255.0,3138.0
2021-05-28,Haryana,750062,7939,713934.0,2322.0
2021-05-29,Haryana,752069,8035,718959.0,2007.0
2021-05-30,Haryana,753937,8132,722711.0,1868.0
2021-05-31,Haryana,755389,8221,726081.0,1452.0
2021-06-01,Haryana,756635,8303,729752.0,1246.0
2021-06-02,Haryana,757868,8383,733205.0,1233.0
2021-06-03,Haryana,759039,8461,735910.0,1171.0
2021-06-04,Haryana,760019,8532,738799.0,980.0
2021-06-05,Haryana,760914,8605,741255.0,895.0
2021-06-06,Haryana,761637,8664,742999.0,723.0
2021-06-07,Haryana,762291,8712,744482.0,654.0
2021-06-08,Haryana,762931,8751,746156.0,640.0
2021-06-09,Haryana,763566,8789,747246.0,635.0
2021-06-10,Haryana,764094,8829,748186.0,528.0
2021-06-11,Haryana,764633,8861,749407.0,539.0
2021-06-12,Haryana,765096,8904,750443.0,463.0
2021-06-13,Haryana,765522,8949,751387.0,426.0
2021-06-14,Haryana,765861,8992,752208.0,339.0
2021-06-15,Haryana,766129,9032,753020.0,268.0
2021-06-16,Haryana,766357,9070,753584.0,228.0
2021-06-17,Haryana,766606,9109,753918.0,249.0
2021-06-18,Haryana,766838,9147,754464.0,232.0
2021-06-19,Haryana,767047,9183,754924.0,209.0
2021-06-20,Haryana,767217,9216,755324.0,170.0
2021-06-21,Haryana,767418,9246,755681.0,201.0
2021-06-22,Haryana,767580,9275,755968.0,162.0
2021-06-23,Haryana,767726,9295,756231.0,146.0
2021-06-24,Haryana,767900,9314,756426.0,174.0
2021-06-25,Haryana,768002,9333,756679.0,102.0
2021-06-26,Haryana,768142,9351,756864.0,140.0
2021-06-27,Haryana,768263,9368,757091.0,121.0
2021-06-28,Haryana,768378,9385,757308.0,115.0
2021-06-29,Haryana,768474,9401,757480.0,96.0
2021-06-30,Haryana,768552,9417,757640.0,78.0
2021-07-01,Haryana,768639,9431,757771.0,87.0
2021-03-02,Himachal Pradesh,58777,996,57347.0,0.0
2021-03-03,Himachal Pradesh,58800,996,57367.0,23.0
2021-03-04,Himachal Pradesh,58877,996,57386.0,77.0
2021-03-05,Himachal Pradesh,58942,996,57406.0,65.0
2021-03-06,Himachal Pradesh,59014,997,57428.0,72.0
2021-03-07,Himachal Pradesh,59059,997,57473.0,45.0
2021-03-08,Himachal Pradesh,59118,997,57507.0,59.0
2021-03-09,Himachal Pradesh,59197,1000,57580.0,79.0
2021-03-10,Himachal Pradesh,59239,1002,57616.0,42.0
2021-03-11,Himachal Pradesh,59347,1003,57745.0,108.0
2021-03-12,Himachal Pradesh,59439,1003,57774.0,92.0
2021-03-13,Himachal Pradesh,59527,1003,57818.0,88.0
2021-03-14,Himachal Pradesh,59597,1004,57848.0,70.0
2021-03-15,Himachal Pradesh,59675,1006,57909.0,78.0
2021-03-16,Himachal Pradesh,59750,1010,57983.0,75.0
2021-03-17,Himachal Pradesh,59869,1011,58038.0,119.0
2021-03-18,Himachal Pradesh,60036,1011,58090.0,167.0
2021-03-19,Himachal Pradesh,60207,1013,58151.0,171.0
2021-03-20,Himachal Pradesh,60389,1016,58249.0,182.0
2021-03-21,Himachal Pradesh,60537,1017,58321.0,148.0
2021-03-22,Himachal Pradesh,60678,1018,58404.0,141.0
2021-03-23,Himachal Pradesh,60878,1021,58472.0,200.0
2021-03-24,Himachal Pradesh,61035,1025,58555.0,157.0
2021-03-25,Himachal Pradesh,61301,1027,58620.0,266.0
2021-03-26,Himachal Pradesh,61616,1029,58684.0,315.0
2021-03-27,Himachal Pradesh,61967,1030,58813.0,351.0
2021-03-28,Himachal Pradesh,62383,1033,58989.0,416.0
2021-03-29,Himachal Pradesh,62660,1036,59146.0,277.0
2021-03-30,Himachal Pradesh,62981,1039,59308.0,321.0
2021-03-31,Himachal Pradesh,63320,1045,59445.0,339.0
2021-04-01,Himachal Pradesh,63605,1048,59584.0,285.0
2021-04-02,Himachal Pradesh,64014,1052,59741.0,409.0
2021-04-03,Himachal Pradesh,64420,1056,60026.0,406.0
2021-04-04,Himachal Pradesh,64838,1060,60337.0,418.0
2021-04-05,Himachal Pradesh,65242,1070,60595.0,404.0
2021-04-06,Himachal Pradesh,65809,1076,60905.0,567.0
2021-04-07,Himachal Pradesh,66237,1081,61416.0,428.0
2021-04-08,Himachal Pradesh,66890,1090,61642.0,653.0
2021-04-09,Himachal Pradesh,67511,1096,61902.0,621.0
2021-04-10,Himachal Pradesh,68173,1103,62411.0,662.0
2021-04-11,Himachal Pradesh,69114,1115,62776.0,941.0
2021-04-12,Himachal Pradesh,69686,1115,63202.0,572.0
2021-04-13,Himachal Pradesh,70775,1124,63582.0,1089.0
2021-04-14,Himachal Pradesh,71394,1135,63990.0,619.0
2021-04-15,Himachal Pradesh,72319,1148,64242.0,925.0
2021-04-16,Himachal Pradesh,73353,1159,64832.0,1034.0
2021-04-17,Himachal Pradesh,74195,1168,65316.0,842.0
2021-04-18,Himachal Pradesh,75587,1180,65963.0,1392.0
2021-04-19,Himachal Pradesh,76375,1190,66489.0,788.0
2021-04-20,Himachal Pradesh,78070,1203,67084.0,1695.0
2021-04-21,Himachal Pradesh,79410,1219,68164.0,1340.0
2021-04-22,Himachal Pradesh,81102,1236,69073.0,1692.0
2021-04-23,Himachal Pradesh,82876,1254,69763.0,1774.0
2021-04-24,Himachal Pradesh,84065,1280,70539.0,1189.0
2021-04-25,Himachal Pradesh,86138,1304,71423.0,2073.0
2021-04-26,Himachal Pradesh,87501,1336,72588.0,1363.0
2021-04-27,Himachal Pradesh,89193,1363,73504.0,1692.0
2021-04-28,Himachal Pradesh,91350,1387,74812.0,2157.0
2021-04-29,Himachal Pradesh,93889,1420,76371.0,2539.0
2021-04-30,Himachal Pradesh,96929,1460,77634.0,3040.0
2021-05-01,Himachal Pradesh,99287,1497,79365.0,2358.0
2021-05-02,Himachal Pradesh,102038,1525,80585.0,2751.0
2021-05-03,Himachal Pradesh,104491,1569,82195.0,2453.0
2021-05-04,Himachal Pradesh,107121,1612,83721.0,2630.0
2021-05-05,Himachal Pradesh,110945,1660,85713.0,3824.0
2021-05-06,Himachal Pradesh,114787,1692,87193.0,3842.0
2021-05-07,Himachal Pradesh,118729,1737,89236.0,3942.0
2021-05-08,Himachal Pradesh,122906,1793,91600.0,4177.0
2021-05-09,Himachal Pradesh,128330,1830,94607.0,5424.0
2021-05-10,Himachal Pradesh,131423,1885,97069.0,3093.0
2021-05-11,Himachal Pradesh,135782,1938,99427.0,4359.0
2021-05-12,Himachal Pradesh,140759,2002,102525.0,4977.0
2021-05-13,Himachal Pradesh,145736,2068,104714.0,4977.0
2021-05-14,Himachal Pradesh,150673,2131,108534.0,4937.0
2021-05-15,Himachal Pradesh,153717,2198,111896.0,3044.0
2021-05-16,Himachal Pradesh,157862,2254,116033.0,4145.0
2021-05-17,Himachal Pradesh,160240,2324,121007.0,2378.0
2021-05-18,Himachal Pradesh,163786,2382,124771.0,3546.0
2021-05-19,Himachal Pradesh,166678,2460,129330.0,2892.0
2021-05-20,Himachal Pradesh,170074,2529,132421.0,3396.0
