Year of Date,Month of Date,State/UnionTerritory,Confirmed,Cured,Deaths,Confirmed Foreign National,Confirmed Indian National,Date,Sno,Time
2020,September,Bihar,175525,161874,878,,,9/26/2020,6671,12/30/1899 8:00:00 AM
2020,September,Bihar,177072,163432,886,,,9/27/2020,6706,12/30/1899 8:00:00 AM
2020,September,Bihar,178702,164987,888,,,9/28/2020,6741,12/30/1899 8:00:00 AM
2020,September,Bihar,179832,166276,892,,,9/29/2020,6776,12/30/1899 8:00:00 AM
2020,September,Bihar,181285,168025,894,,,9/30/2020,6811,12/30/1899 8:00:00 AM
2020,October,Bihar,182728,169732,904,,,10/1/2020,6846,12/30/1899 8:00:00 AM
2020,October,Bihar,184038,171048,904,,,10/2/2020,6881,12/30/1899 8:00:00 AM
2020,October,Bihar,185436,172449,910,,,10/3/2020,6916,12/30/1899 8:00:00 AM
2020,October,Bihar,186441,173932,912,,,10/4/2020,6951,12/30/1899 8:00:00 AM
2020,October,Bihar,188168,175458,915,,,10/5/2020,6986,12/30/1899 8:00:00 AM
2020,October,Bihar,189442,176995,924,,,10/6/2020,7021,12/30/1899 8:00:00 AM
2020,October,Bihar,190740,178395,925,,,10/7/2020,7056,12/30/1899 8:00:00 AM
2020,October,Bihar,191985,179732,927,,,10/8/2020,7091,12/30/1899 8:00:00 AM
2020,October,Bihar,193072,180696,929,,,10/9/2020,7126,12/30/1899 8:00:00 AM
2020,October,Bihar,194329,182121,934,,,10/10/2020,7161,12/30/1899 8:00:00 AM
2020,October,Bihar,195499,183390,944,,,10/11/2020,7196,12/30/1899 8:00:00 AM
2020,October,Bihar,196531,184541,946,,,10/12/2020,7231,12/30/1899 8:00:00 AM
2020,October,Bihar,197535,185911,955,,,10/13/2020,7266,12/30/1899 8:00:00 AM
2020,October,Bihar,198855,187059,961,,,10/14/2020,7301,12/30/1899 8:00:00 AM
2020,October,Bihar,200103,188380,967,,,10/15/2020,7336,12/30/1899 8:00:00 AM
2020,October,Bihar,201196,189186,972,,,10/16/2020,7371,12/30/1899 8:00:00 AM
2020,October,Bihar,202290,190425,981,,,10/17/2020,7406,12/30/1899 8:00:00 AM
2020,October,Bihar,203457,191619,990,,,10/18/2020,7441,12/30/1899 8:00:00 AM
2020,October,Bihar,204363,192783,996,,,10/19/2020,7476,12/30/1899 8:00:00 AM
2020,October,Bihar,205945,194005,1003,,,10/20/2020,7511,12/30/1899 8:00:00 AM
2020,October,Bihar,207405,195046,1011,,,10/21/2020,7546,12/30/1899 8:00:00 AM
2020,October,Bihar,208377,196240,1019,,,10/22/2020,7581,12/30/1899 8:00:00 AM
2020,October,Bihar,209447,197208,1026,,,10/23/2020,7616,12/30/1899 8:00:00 AM
2020,October,Bihar,210196,198532,1034,,,10/24/2020,7651,12/30/1899 8:00:00 AM
2020,October,Bihar,211258,199757,1042,,,10/25/2020,7686,12/30/1899 8:00:00 AM
2020,October,Bihar,211689,200918,1049,,,10/26/2020,7721,12/30/1899 8:00:00 AM
2020,October,Bihar,212355,201942,1058,,,10/27/2020,7756,12/30/1899 8:00:00 AM
2020,October,Bihar,213085,203174,1065,,,10/28/2020,7791,12/30/1899 8:00:00 AM
2020,October,Bihar,213576,204178,1069,,,10/29/2020,7826,12/30/1899 8:00:00 AM
2020,October,Bihar,214242,205108,1076,,,10/30/2020,7861,12/30/1899 8:00:00 AM
2020,October,Bihar,215327,206346,1084,,,10/31/2020,7896,12/30/1899 8:00:00 AM
2020,November,Bihar,216086,207480,1090,,,11/1/2020,7931,12/30/1899 8:00:00 AM
2020,November,Bihar,216707,208644,1097,,,11/2/2020,7966,12/30/1899 8:00:00 AM
2020,November,Bihar,217277,209582,1101,,,11/3/2020,8001,12/30/1899 8:00:00 AM
2020,November,Bihar,218203,210672,1108,,,11/4/2020,8036,12/30/1899 8:00:00 AM
