Year of Date,Month of Date,State/UnionTerritory,Confirmed,Cured,Deaths,Confirmed Foreign National,Confirmed Indian National,Date,Sno,Time
2021,February,Mizoram,4410,4379,10,,,2/23/2021,12014,12/30/1899 8:00:00 AM
2021,February,Mizoram,4413,4379,10,,,2/24/2021,12050,12/30/1899 8:00:00 AM
2021,February,Mizoram,4413,4380,10,,,2/25/2021,12086,12/30/1899 8:00:00 AM
2021,February,Mizoram,4419,4382,10,,,2/26/2021,12122,12/30/1899 8:00:00 AM
2021,February,Mizoram,4422,4386,10,,,2/27/2021,12158,12/30/1899 8:00:00 AM
2021,February,Mizoram,4423,4388,10,,,2/28/2021,12194,12/30/1899 8:00:00 AM
2021,March,Mizoram,4423,4393,10,,,3/1/2021,12230,12/30/1899 8:00:00 AM
2021,March,Mizoram,4426,4396,10,,,3/2/2021,12266,12/30/1899 8:00:00 AM
2021,March,Mizoram,4427,4397,10,,,3/3/2021,12302,12/30/1899 8:00:00 AM
2021,March,Mizoram,4427,4398,10,,,3/4/2021,12338,12/30/1899 8:00:00 AM
2021,March,Mizoram,4428,4400,10,,,3/5/2021,12374,12/30/1899 8:00:00 AM
2021,March,Mizoram,4428,4404,10,,,3/6/2021,12410,12/30/1899 8:00:00 AM
2021,March,Mizoram,4428,4409,10,,,3/7/2021,12446,12/30/1899 8:00:00 AM
2021,March,Mizoram,4428,4410,10,,,3/8/2021,12482,12/30/1899 8:00:00 AM
2021,March,Mizoram,4432,4412,10,,,3/9/2021,12518,12/30/1899 8:00:00 AM
2021,March,Mizoram,4434,4415,10,,,3/10/2021,12554,12/30/1899 8:00:00 AM
2021,March,Mizoram,4434,4415,10,,,3/11/2021,12590,12/30/1899 8:00:00 AM
2021,March,Mizoram,4434,4415,10,,,3/12/2021,12626,12/30/1899 8:00:00 AM
2021,March,Mizoram,4435,4416,10,,,3/13/2021,12662,12/30/1899 8:00:00 AM
2021,March,Mizoram,4436,4416,10,,,3/14/2021,12698,12/30/1899 8:00:00 AM
2021,March,Mizoram,4437,4416,10,,,3/15/2021,12734,12/30/1899 8:00:00 AM
2021,March,Mizoram,4439,4417,10,,,3/16/2021,12770,12/30/1899 8:00:00 AM
2021,March,Mizoram,4442,4417,10,,,3/17/2021,12806,12/30/1899 8:00:00 AM
2021,March,Mizoram,4445,4417,11,,,3/18/2021,12842,12/30/1899 8:00:00 AM
2021,March,Mizoram,4445,4421,11,,,3/19/2021,12878,12/30/1899 8:00:00 AM
2021,March,Mizoram,4446,4421,11,,,3/20/2021,12914,12/30/1899 8:00:00 AM
2021,March,Mizoram,4447,4421,11,,,3/21/2021,12950,12/30/1899 8:00:00 AM
2021,March,Mizoram,4448,4423,11,,,3/22/2021,12986,12/30/1899 8:00:00 AM
2021,March,Mizoram,4451,4423,11,,,3/23/2021,13022,12/30/1899 8:00:00 AM
2021,March,Mizoram,4452,4423,11,,,3/24/2021,13058,12/30/1899 8:00:00 AM
2021,March,Mizoram,4454,4425,11,,,3/25/2021,13094,12/30/1899 8:00:00 AM
2021,March,Mizoram,4460,4425,11,,,3/26/2021,13130,12/30/1899 8:00:00 AM
2021,March,Mizoram,4463,4426,11,,,3/27/2021,13166,12/30/1899 8:00:00 AM
2021,March,Mizoram,4465,4428,11,,,3/28/2021,13202,12/30/1899 8:00:00 AM
2021,March,Mizoram,4465,4428,11,,,3/29/2021,13238,12/30/1899 8:00:00 AM
2021,March,Mizoram,4468,4428,11,,,3/30/2021,13274,12/30/1899 8:00:00 AM
2021,March,Mizoram,4473,4434,11,,,3/31/2021,13310,12/30/1899 8:00:00 AM
2021,April,Mizoram,4476,4434,11,,,4/1/2021,13346,12/30/1899 8:00:00 AM
2021,April,Mizoram,4484,4436,11,,,4/2/2021,13382,12/30/1899 8:00:00 AM
2021,April,Mizoram,4487,4436,11,,,4/3/2021,13418,12/30/1899 8:00:00 AM
2021,April,Mizoram,4490,4439,11,,,4/4/2021,13454,12/30/1899 8:00:00 AM
2021,April,Mizoram,4491,4439,11,,,4/5/2021,13490,12/30/1899 8:00:00 AM
2021,April,Mizoram,4500,4444,11,,,4/6/2021,13526,12/30/1899 8:00:00 AM
2021,April,Mizoram,4583,4457,11,,,4/10/2021,13670,12/30/1899 8:00:00 AM
2021,April,Mizoram,4619,4464,12,,,4/12/2021,13742,12/30/1899 8:00:00 AM
2021,April,Mizoram,4747,4477,12,,,4/16/2021,13886,12/30/1899 8:00:00 AM
2021,April,Mizoram,5220,4600,12,,,4/23/2021,14138,12/30/1899 8:00:00 AM
2021,April,Mizoram,5283,4627,12,,,4/24/2021,14174,12/30/1899 8:00:00 AM
2021,April,Mizoram,5742,4743,13,,,4/28/2021,14318,12/30/1899 8:00:00 AM
2021,April,Mizoram,5880,4792,13,,,4/29/2021,14354,12/30/1899 8:00:00 AM
2021,May,Mizoram,6020,4926,15,,,5/1/2021,14426,12/30/1899 8:00:00 AM
2021,May,Mizoram,7796,5920,22,,,5/11/2021,14786,12/30/1899 8:00:00 AM
2021,May,Mizoram,8035,6002,23,,,5/12/2021,14822,12/30/1899 8:00:00 AM
2021,May,Mizoram,8680,6498,24,,,5/16/2021,14966,12/30/1899 8:00:00 AM
2021,May,Mizoram,8829,6687,25,,,5/17/2021,15002,12/30/1899 8:00:00 AM
2021,May,Mizoram,9740,7407,30,,,5/21/2021,15146,12/30/1899 8:00:00 AM
2021,May,Mizoram,12087,9015,38,,,5/31/2021,15506,12/30/1899 8:00:00 AM
2021,June,Mizoram,12634,9347,44,,,6/2/2021,15578,12/30/1899 8:00:00 AM
2021,June,Mizoram,13300,9816,51,,,6/5/2021,15686,12/30/1899 8:00:00 AM
2021,June,Mizoram,15267,11545,62,,,6/13/2021,15974,12/30/1899 8:00:00 AM
2021,June,Mizoram,18859,14316,88,,,6/25/2021,16406,12/30/1899 8:00:00 AM
2021,July,Mizoram,21003,16899,94,,,7/3/2021,16694,12/30/1899 8:00:00 AM
2021,August,Mizoram,40111,27642,153,,,8/3/2021,17810,12/30/1899 8:00:00 AM
2021,August,Mizoram,45457,32854,169,,,8/10/2021,18062,12/30/1899 8:00:00 AM
2020,June,Nagaland,118,8,0,,,6/8/2020,2798,12/30/1899 8:00:00 AM
2020,June,Nagaland,123,8,0,,,6/9/2020,2834,12/30/1899 8:00:00 AM
2020,June,Nagaland,127,10,0,,,6/10/2020,2870,12/30/1899 8:00:00 AM
2020,June,Nagaland,128,22,0,,,6/11/2020,2907,12/30/1899 8:00:00 AM
2020,June,Nagaland,128,22,0,,,6/12/2020,2943,12/30/1899 8:00:00 AM
2020,June,Nagaland,156,49,0,,,6/13/2020,2979,12/30/1899 8:00:00 AM
2020,June,Nagaland,163,76,0,,,6/14/2020,3015,12/30/1899 8:00:00 AM
2020,June,Nagaland,168,88,0,,,6/15/2020,3051,12/30/1899 8:00:00 AM
2020,June,Nagaland,177,92,0,,,6/16/2020,3087,12/30/1899 8:00:00 AM
2020,June,Nagaland,179,92,0,,,6/17/2020,3123,12/30/1899 8:00:00 AM
2020,June,Nagaland,193,103,0,,,6/18/2020,3159,12/30/1899 8:00:00 AM
2020,June,Nagaland,193,103,0,,,6/19/2020,3195,12/30/1899 8:00:00 AM
2020,June,Nagaland,198,125,0,,,6/20/2020,3231,12/30/1899 8:00:00 AM
2020,June,Nagaland,201,138,0,,,6/21/2020,3267,12/30/1899 8:00:00 AM
2020,June,Nagaland,211,141,0,,,6/22/2020,3303,12/30/1899 8:00:00 AM
2020,June,Nagaland,280,141,0,,,6/23/2020,3339,12/30/1899 8:00:00 AM
2020,June,Nagaland,330,141,0,,,6/24/2020,3375,12/30/1899 8:00:00 AM
2020,June,Nagaland,347,148,0,,,6/25/2020,3411,12/30/1899 8:00:00 AM
2020,June,Nagaland,355,160,0,,,6/26/2020,3447,12/30/1899 8:00:00 AM
2020,June,Nagaland,371,162,0,,,6/27/2020,3483,12/30/1899 8:00:00 AM
2020,June,Nagaland,387,164,0,,,6/28/2020,3519,12/30/1899 8:00:00 AM
2020,June,Nagaland,415,164,0,,,6/29/2020,3555,12/30/1899 8:00:00 AM
2020,June,Nagaland,434,168,0,,,6/30/2020,3591,12/30/1899 8:00:00 AM
2020,July,Nagaland,459,168,0,,,7/1/2020,3627,12/30/1899 8:00:00 AM
2020,July,Nagaland,459,168,0,,,7/2/2020,3663,12/30/1899 8:00:00 AM
2020,July,Nagaland,501,182,0,,,7/3/2020,3699,12/30/1899 8:00:00 AM
2020,July,Nagaland,539,228,0,,,7/4/2020,3735,12/30/1899 8:00:00 AM
2020,July,Nagaland,563,228,0,,,7/5/2020,3771,12/30/1899 8:00:00 AM
2020,July,Nagaland,590,231,0,,,7/6/2020,3807,12/30/1899 8:00:00 AM
2020,July,Nagaland,625,243,0,,,7/7/2020,3843,12/30/1899 8:00:00 AM
2020,July,Nagaland,625,243,0,,,7/8/2020,3879,12/30/1899 8:00:00 AM
2020,July,Nagaland,657,304,0,,,7/9/2020,3915,12/30/1899 8:00:00 AM
2020,July,Nagaland,673,304,0,,,7/10/2020,3951,12/30/1899 8:00:00 AM
2020,July,Nagaland,732,304,0,,,7/11/2020,3987,12/30/1899 8:00:00 AM
2020,July,Nagaland,748,313,0,,,7/12/2020,4023,12/30/1899 8:00:00 AM
2020,July,Nagaland,774,327,0,,,7/13/2020,4059,12/30/1899 8:00:00 AM
2020,July,Nagaland,845,340,0,,,7/14/2020,4095,12/30/1899 8:00:00 AM
2020,July,Nagaland,896,346,0,,,7/15/2020,4131,12/30/1899 8:00:00 AM
2020,July,Nagaland,902,348,0,,,7/16/2020,4167,12/30/1899 8:00:00 AM
2020,July,Nagaland,916,391,0,,,7/17/2020,4203,12/30/1899 8:00:00 AM
2020,July,Nagaland,956,405,0,,,7/18/2020,4239,12/30/1899 8:00:00 AM
2020,July,Nagaland,978,432,0,,,7/19/2020,4275,12/30/1899 8:00:00 AM
2020,July,Nagaland,988,445,0,,,7/20/2020,4310,12/30/1899 8:00:00 AM
2020,July,Nagaland,1021,484,0,,,7/21/2020,4345,12/30/1899 8:00:00 AM
2020,July,Nagaland,1030,485,0,,,7/22/2020,4380,12/30/1899 8:00:00 AM
2020,July,Nagaland,1084,486,0,,,7/23/2020,4415,12/30/1899 8:00:00 AM
2020,July,Nagaland,1174,530,0,,,7/24/2020,4450,12/30/1899 8:00:00 AM
2020,July,Nagaland,1239,537,1,,,7/25/2020,4485,12/30/1899 8:00:00 AM
2020,July,Nagaland,1289,541,4,,,7/26/2020,4520,12/30/1899 8:00:00 AM
2020,July,Nagaland,1339,549,4,,,7/27/2020,4555,12/30/1899 8:00:00 AM
2020,July,Nagaland,1385,569,5,,,7/28/2020,4590,12/30/1899 8:00:00 AM
2020,July,Nagaland,1460,577,5,,,7/29/2020,4625,12/30/1899 8:00:00 AM
2020,July,Nagaland,1513,595,5,,,7/30/2020,4660,12/30/1899 8:00:00 AM
2020,July,Nagaland,1566,625,5,,,7/31/2020,4695,12/30/1899 8:00:00 AM
2020,August,Nagaland,1693,635,5,,,8/1/2020,4730,12/30/1899 8:00:00 AM
2020,August,Nagaland,1831,640,5,,,8/2/2020,4765,12/30/1899 8:00:00 AM
2020,August,Nagaland,1935,648,5,,,8/3/2020,4800,12/30/1899 8:00:00 AM
2020,August,Nagaland,2129,657,5,,,8/4/2020,4835,12/30/1899 8:00:00 AM
2020,August,Nagaland,2405,659,5,,,8/5/2020,4870,12/30/1899 8:00:00 AM
2020,August,Nagaland,2498,685,6,,,8/6/2020,4905,12/30/1899 8:00:00 AM
2020,August,Nagaland,2580,819,6,,,8/7/2020,4940,12/30/1899 8:00:00 AM
2020,August,Nagaland,2657,824,7,,,8/8/2020,4975,12/30/1899 8:00:00 AM
2020,August,Nagaland,2688,896,7,,,8/9/2020,5010,12/30/1899 8:00:00 AM
2020,August,Nagaland,2781,904,8,,,8/10/2020,5045,12/30/1899 8:00:00 AM
2020,August,Nagaland,3011,973,8,,,8/11/2020,5080,12/30/1899 8:00:00 AM
2020,August,Nagaland,3031,991,8,,,8/12/2020,5115,12/30/1899 8:00:00 AM
2020,August,Nagaland,3118,1113,8,,,8/13/2020,5150,12/30/1899 8:00:00 AM
2020,August,Nagaland,3168,1139,8,,,8/14/2020,5185,12/30/1899 8:00:00 AM
2020,August,Nagaland,3322,1198,8,,,8/15/2020,5220,12/30/1899 8:00:00 AM
2020,August,Nagaland,3340,1321,8,,,8/16/2020,5255,12/30/1899 8:00:00 AM
2020,August,Nagaland,3394,1422,8,,,8/17/2020,5290,12/30/1899 8:00:00 AM
2020,August,Nagaland,3455,1530,8,,,8/18/2020,5325,12/30/1899 8:00:00 AM
2020,August,Nagaland,3520,1664,8,,,8/19/2020,5360,12/30/1899 8:00:00 AM
2020,August,Nagaland,3558,1706,8,,,8/20/2020,5395,12/30/1899 8:00:00 AM
2020,August,Nagaland,3583,1921,8,,,8/21/2020,5430,12/30/1899 8:00:00 AM
2020,August,Nagaland,3619,2074,8,,,8/22/2020,5465,12/30/1899 8:00:00 AM
2020,August,Nagaland,3635,2166,9,,,8/23/2020,5500,12/30/1899 8:00:00 AM
2020,August,Nagaland,3686,2294,9,,,8/24/2020,5535,12/30/1899 8:00:00 AM
2020,August,Nagaland,3714,2396,9,,,8/25/2020,5570,12/30/1899 8:00:00 AM
2020,August,Nagaland,3752,2611,9,,,8/26/2020,5605,12/30/1899 8:00:00 AM
2020,August,Nagaland,3778,2611,9,,,8/27/2020,5640,12/30/1899 8:00:00 AM
2020,August,Nagaland,3784,2735,9,,,8/28/2020,5675,12/30/1899 8:00:00 AM
2020,August,Nagaland,3805,2850,9,,,8/29/2020,5710,12/30/1899 8:00:00 AM
2020,August,Nagaland,3851,2917,9,,,8/30/2020,5745,12/30/1899 8:00:00 AM
2020,August,Nagaland,3922,3026,9,,,8/31/2020,5780,12/30/1899 8:00:00 AM
2020,September,Nagaland,3950,3067,9,,,9/1/2020,5815,12/30/1899 8:00:00 AM
2020,September,Nagaland,4003,3201,9,,,9/2/2020,5850,12/30/1899 8:00:00 AM
2020,September,Nagaland,4017,3223,9,,,9/3/2020,5885,12/30/1899 8:00:00 AM
2020,September,Nagaland,4066,3324,9,,,9/4/2020,5920,12/30/1899 8:00:00 AM
2020,September,Nagaland,4107,3361,10,,,9/5/2020,5955,12/30/1899 8:00:00 AM
2020,September,Nagaland,4128,3392,10,,,9/6/2020,5990,12/30/1899 8:00:00 AM
2020,September,Nagaland,4178,3511,10,,,9/7/2020,6025,12/30/1899 8:00:00 AM
2020,September,Nagaland,4220,3685,10,,,9/8/2020,6060,12/30/1899 8:00:00 AM
2020,September,Nagaland,4245,3739,10,,,9/9/2020,6095,12/30/1899 8:00:00 AM
2020,September,Nagaland,4375,3787,10,,,9/10/2020,6130,12/30/1899 8:00:00 AM
2020,September,Nagaland,4636,3792,10,,,9/11/2020,6165,12/30/1899 8:00:00 AM
2020,September,Nagaland,4946,3802,10,,,9/12/2020,6200,12/30/1899 8:00:00 AM
2020,September,Nagaland,5064,3839,10,,,9/13/2020,6235,12/30/1899 8:00:00 AM
2020,September,Nagaland,5083,3901,10,,,9/14/2020,6270,12/30/1899 8:00:00 AM
2020,September,Nagaland,5214,3915,10,,,9/15/2020,6305,12/30/1899 8:00:00 AM
2020,September,Nagaland,5229,3945,15,,,9/16/2020,6340,12/30/1899 8:00:00 AM
2020,September,Nagaland,5263,3987,15,,,9/17/2020,6375,12/30/1899 8:00:00 AM
2020,September,Nagaland,5306,4098,15,,,9/18/2020,6410,12/30/1899 8:00:00 AM
2020,September,Nagaland,5357,4129,15,,,9/19/2020,6445,12/30/1899 8:00:00 AM
2020,September,Nagaland,5392,4171,15,,,9/20/2020,6480,12/30/1899 8:00:00 AM
2020,September,Nagaland,5451,4252,15,,,9/21/2020,6515,12/30/1899 8:00:00 AM
2020,September,Nagaland,5544,4477,15,,,9/22/2020,6550,12/30/1899 8:00:00 AM
2020,September,Nagaland,5604,4517,15,,,9/23/2020,6585,12/30/1899 8:00:00 AM
2020,September,Nagaland,5671,4536,16,,,9/24/2020,6620,12/30/1899 8:00:00 AM
2020,September,Nagaland,5730,4626,16,,,9/25/2020,6655,12/30/1899 8:00:00 AM
2020,September,Nagaland,5768,4669,16,,,9/26/2020,6690,12/30/1899 8:00:00 AM
2020,September,Nagaland,5862,4819,16,,,9/27/2020,6725,12/30/1899 8:00:00 AM
2020,September,Nagaland,5946,4888,16,,,9/28/2020,6760,12/30/1899 8:00:00 AM
2020,September,Nagaland,5957,4938,17,,,9/29/2020,6795,12/30/1899 8:00:00 AM
2020,September,Nagaland,6040,4986,17,,,9/30/2020,6830,12/30/1899 8:00:00 AM
2020,October,Nagaland,6163,5066,17,,,10/1/2020,6865,12/30/1899 8:00:00 AM
2020,October,Nagaland,6244,5144,17,,,10/2/2020,6900,12/30/1899 8:00:00 AM
2020,October,Nagaland,6318,5211,17,,,10/3/2020,6935,12/30/1899 8:00:00 AM
2020,October,Nagaland,6429,5257,17,,,10/4/2020,6970,12/30/1899 8:00:00 AM
2020,October,Nagaland,6552,5309,17,,,10/5/2020,7005,12/30/1899 8:00:00 AM
2020,October,Nagaland,6594,5422,17,,,10/6/2020,7040,12/30/1899 8:00:00 AM
2020,October,Nagaland,6662,5460,17,,,10/7/2020,7075,12/30/1899 8:00:00 AM
2020,October,Nagaland,6715,5498,17,,,10/8/2020,7110,12/30/1899 8:00:00 AM
2020,October,Nagaland,6736,5564,17,,,10/9/2020,7145,12/30/1899 8:00:00 AM
2020,October,Nagaland,6888,5656,17,,,10/10/2020,7180,12/30/1899 8:00:00 AM
2020,October,Nagaland,6949,5694,17,,,10/11/2020,7215,12/30/1899 8:00:00 AM
2020,October,Nagaland,7019,5743,17,,,10/12/2020,7250,12/30/1899 8:00:00 AM
2020,October,Nagaland,7240,5813,18,,,10/13/2020,7285,12/30/1899 8:00:00 AM
2020,October,Nagaland,7363,5831,19,,,10/14/2020,7320,12/30/1899 8:00:00 AM
2020,October,Nagaland,7416,5916,22,,,10/15/2020,7355,12/30/1899 8:00:00 AM
2020,October,Nagaland,7492,6017,22,,,10/16/2020,7390,12/30/1899 8:00:00 AM
2020,October,Nagaland,7604,6111,22,,,10/17/2020,7425,12/30/1899 8:00:00 AM
2020,October,Nagaland,7698,6141,27,,,10/18/2020,7460,12/30/1899 8:00:00 AM
2020,October,Nagaland,7816,6206,27,,,10/19/2020,7495,12/30/1899 8:00:00 AM
2020,October,Nagaland,7953,6273,27,,,10/20/2020,7530,12/30/1899 8:00:00 AM
2020,October,Nagaland,8020,6334,28,,,10/21/2020,7565,12/30/1899 8:00:00 AM
2020,October,Nagaland,8139,6428,28,,,10/22/2020,7600,12/30/1899 8:00:00 AM
2020,October,Nagaland,8296,6469,28,,,10/23/2020,7635,12/30/1899 8:00:00 AM
2020,October,Nagaland,8436,6570,28,,,10/24/2020,7670,12/30/1899 8:00:00 AM
2020,October,Nagaland,8515,6668,30,,,10/25/2020,7705,12/30/1899 8:00:00 AM
2020,October,Nagaland,8626,6724,31,,,10/26/2020,7740,12/30/1899 8:00:00 AM
2020,October,Nagaland,8663,6792,33,,,10/27/2020,7775,12/30/1899 8:00:00 AM
2020,October,Nagaland,8726,6828,33,,,10/28/2020,7810,12/30/1899 8:00:00 AM
2020,October,Nagaland,8824,6945,34,,,10/29/2020,7845,12/30/1899 8:00:00 AM
2020,October,Nagaland,8894,7096,35,,,10/30/2020,7880,12/30/1899 8:00:00 AM
2020,October,Nagaland,8945,7308,39,,,10/31/2020,7915,12/30/1899 8:00:00 AM
2020,November,Nagaland,9047,7454,39,,,11/1/2020,7950,12/30/1899 8:00:00 AM
2020,November,Nagaland,9075,7535,39,,,11/2/2020,7985,12/30/1899 8:00:00 AM
2020,November,Nagaland,9096,7689,42,,,11/3/2020,8020,12/30/1899 8:00:00 AM
2020,November,Nagaland,9151,7869,42,,,11/4/2020,8055,12/30/1899 8:00:00 AM
2020,November,Nagaland,9207,8017,44,,,11/5/2020,8090,12/30/1899 8:00:00 AM
2020,November,Nagaland,9264,8161,45,,,11/6/2020,8125,12/30/1899 8:00:00 AM
2020,November,Nagaland,9327,8282,45,,,11/7/2020,8160,12/30/1899 8:00:00 AM
2020,November,Nagaland,9455,8336,45,,,11/8/2020,8195,12/30/1899 8:00:00 AM
2020,November,Nagaland,9474,8440,46,,,11/9/2020,8230,12/30/1899 8:00:00 AM
2020,November,Nagaland,9503,8513,46,,,11/10/2020,8265,12/30/1899 8:00:00 AM
2020,November,Nagaland,9536,8597,50,,,11/11/2020,8300,12/30/1899 8:00:00 AM
2020,November,Nagaland,9578,8687,50,,,11/12/2020,8335,12/30/1899 8:00:00 AM
2020,November,Nagaland,9615,8776,50,,,11/13/2020,8370,12/30/1899 8:00:00 AM
2020,November,Nagaland,9638,8859,52,,,11/14/2020,8405,12/30/1899 8:00:00 AM
2020,November,Nagaland,9750,8891,52,,,11/15/2020,8440,12/30/1899 8:00:00 AM
2020,November,Nagaland,9885,8913,52,,,11/16/2020,8475,12/30/1899 8:00:00 AM
2020,November,Nagaland,10025,8959,53,,,11/17/2020,8510,12/30/1899 8:00:00 AM
2020,November,Nagaland,10188,8997,53,,,11/18/2020,8545,12/30/1899 8:00:00 AM
2020,November,Nagaland,10366,9057,54,,,11/19/2020,8580,12/30/1899 8:00:00 AM
2020,November,Nagaland,10460,9110,54,,,11/20/2020,8615,12/30/1899 8:00:00 AM
2020,November,Nagaland,10608,9208,56,,,11/21/2020,8650,12/30/1899 8:00:00 AM
2020,November,Nagaland,10674,9242,57,,,11/22/2020,8685,12/30/1899 8:00:00 AM
2020,November,Nagaland,10777,9308,59,,,11/23/2020,8720,12/30/1899 8:00:00 AM
2020,November,Nagaland,10852,9347,61,,,11/24/2020,8755,12/30/1899 8:00:00 AM
2020,November,Nagaland,10931,9397,61,,,11/25/2020,8790,12/30/1899 8:00:00 AM
2020,November,Nagaland,10991,9463,61,,,11/26/2020,8825,12/30/1899 8:00:00 AM
2020,November,Nagaland,11060,9595,63,,,11/27/2020,8860,12/30/1899 8:00:00 AM
2020,November,Nagaland,11091,9805,64,,,11/28/2020,8895,12/30/1899 8:00:00 AM
2020,November,Nagaland,11115,9830,64,,,11/29/2020,8930,12/30/1899 8:00:00 AM
2020,November,Nagaland,11159,10005,64,,,11/30/2020,8965,12/30/1899 8:00:00 AM
2020,December,Nagaland,11186,10194,64,,,12/1/2020,9000,12/30/1899 8:00:00 AM
2020,December,Nagaland,11209,10302,64,,,12/2/2020,9035,12/30/1899 8:00:00 AM
2020,December,Nagaland,11254,10467,64,,,12/3/2020,9070,12/30/1899 8:00:00 AM
2020,December,Nagaland,11283,10520,64,,,12/4/2020,9105,12/30/1899 8:00:00 AM
2020,December,Nagaland,11305,10759,65,,,12/5/2020,9140,12/30/1899 8:00:00 AM
2020,December,Nagaland,11340,10761,65,,,12/6/2020,9175,12/30/1899 8:00:00 AM
2020,December,Nagaland,11379,10766,66,,,12/7/2020,9210,12/30/1899 8:00:00 AM
2020,December,Nagaland,11418,10773,66,,,12/8/2020,9245,12/30/1899 8:00:00 AM
2020,December,Nagaland,11479,10781,67,,,12/9/2020,9280,12/30/1899 8:00:00 AM
2020,December,Nagaland,11508,10849,67,,,12/10/2020,9315,12/30/1899 8:00:00 AM
2020,December,Nagaland,11602,10868,68,,,12/11/2020,9351,12/30/1899 8:00:00 AM
2020,December,Nagaland,11634,10934,68,,,12/12/2020,9387,12/30/1899 8:00:00 AM
2020,December,Nagaland,11676,10998,68,,,12/13/2020,9423,12/30/1899 8:00:00 AM
2020,December,Nagaland,11709,11007,68,,,12/14/2020,9459,12/30/1899 8:00:00 AM
2020,December,Nagaland,11728,11066,69,,,12/15/2020,9495,12/30/1899 8:00:00 AM
2020,December,Nagaland,11761,11097,69,,,12/16/2020,9531,12/30/1899 8:00:00 AM
2020,December,Nagaland,11787,11120,70,,,12/17/2020,9567,12/30/1899 8:00:00 AM
2020,December,Nagaland,11820,11200,73,,,12/18/2020,9603,12/30/1899 8:00:00 AM
2020,December,Nagaland,11832,11205,73,,,12/19/2020,9639,12/30/1899 8:00:00 AM
2020,December,Nagaland,11841,11230,73,,,12/20/2020,9675,12/30/1899 8:00:00 AM
2020,December,Nagaland,11842,11273,73,,,12/21/2020,9711,12/30/1899 8:00:00 AM
2020,December,Nagaland,11858,11323,73,,,12/22/2020,9747,12/30/1899 8:00:00 AM
2020,December,Nagaland,11866,11373,76,,,12/23/2020,9783,12/30/1899 8:00:00 AM
2020,December,Nagaland,11877,11423,77,,,12/24/2020,9819,12/30/1899 8:00:00 AM
2020,December,Nagaland,11890,11508,77,,,12/25/2020,9855,12/30/1899 8:00:00 AM
2020,December,Nagaland,11895,11544,77,,,12/26/2020,9891,12/30/1899 8:00:00 AM
2020,December,Nagaland,11897,11545,78,,,12/27/2020,9927,12/30/1899 8:00:00 AM
2020,December,Nagaland,11897,11568,78,,,12/28/2020,9963,12/30/1899 8:00:00 AM
2020,December,Nagaland,11911,11589,79,,,12/29/2020,9999,12/30/1899 8:00:00 AM
2020,December,Nagaland,11917,11595,79,,,12/30/2020,10035,12/30/1899 8:00:00 AM
2020,December,Nagaland,11921,11624,79,,,12/31/2020,10071,12/30/1899 8:00:00 AM
2021,January,Nagaland,11927,11646,79,,,1/1/2021,10107,12/30/1899 8:00:00 AM
2021,January,Nagaland,11929,11659,79,,,1/2/2021,10143,12/30/1899 8:00:00 AM
2021,January,Nagaland,11929,11664,79,,,1/3/2021,10179,12/30/1899 8:00:00 AM
2021,January,Nagaland,11930,11673,79,,,1/4/2021,10215,12/30/1899 8:00:00 AM
2021,January,Nagaland,11935,11683,79,,,1/5/2021,10251,12/30/1899 8:00:00 AM
2021,January,Nagaland,11937,11714,79,,,1/6/2021,10287,12/30/1899 8:00:00 AM
2021,January,Nagaland,11954,11737,80,,,1/7/2021,10323,12/30/1899 8:00:00 AM
2021,January,Nagaland,11960,11747,82,,,1/8/2021,10359,12/30/1899 8:00:00 AM
2021,January,Nagaland,11964,11752,83,,,1/9/2021,10395,12/30/1899 8:00:00 AM
2021,January,Nagaland,11975,11778,84,,,1/10/2021,10431,12/30/1899 8:00:00 AM
2021,January,Nagaland,11978,11778,84,,,1/11/2021,10467,12/30/1899 8:00:00 AM
2021,January,Nagaland,11987,11795,84,,,1/12/2021,10503,12/30/1899 8:00:00 AM
2021,January,Nagaland,11997,11807,84,,,1/13/2021,10539,12/30/1899 8:00:00 AM
2021,January,Nagaland,12003,11814,86,,,1/14/2021,10575,12/30/1899 8:00:00 AM
2021,January,Nagaland,12035,11825,86,,,1/15/2021,10611,12/30/1899 8:00:00 AM
2021,January,Nagaland,12039,11847,88,,,1/16/2021,10647,12/30/1899 8:00:00 AM
2021,January,Nagaland,12054,11849,88,,,1/17/2021,10683,12/30/1899 8:00:00 AM
2021,January,Nagaland,12058,11854,88,,,1/18/2021,10719,12/30/1899 8:00:00 AM
2021,January,Nagaland,12061,11858,88,,,1/19/2021,10755,12/30/1899 8:00:00 AM
2021,January,Nagaland,12066,11866,88,,,1/20/2021,10791,12/30/1899 8:00:00 AM
2021,January,Nagaland,12067,11873,88,,,1/21/2021,10827,12/30/1899 8:00:00 AM
2021,January,Nagaland,12070,11875,88,,,1/22/2021,10863,12/30/1899 8:00:00 AM
2021,January,Nagaland,12072,11880,88,,,1/23/2021,10899,12/30/1899 8:00:00 AM
2021,January,Nagaland,12076,11884,88,,,1/24/2021,10935,12/30/1899 8:00:00 AM
2021,January,Nagaland,12076,11885,88,,,1/25/2021,10971,12/30/1899 8:00:00 AM
2021,January,Nagaland,12079,11895,88,,,1/26/2021,11007,12/30/1899 8:00:00 AM
2021,January,Nagaland,12081,11898,88,,,1/27/2021,11043,12/30/1899 8:00:00 AM
