Date,State,Confirmed,Deaths,Recovered,New Cases,Updated On,Total Doses Administered,Sessions, Sites ,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered), Covaxin (Doses Administered),CoviShield (Doses Administered),Total Individuals Vaccinated
2021-04-19,Gujarat,404569,5377,337545.0,10340.0,2021-04-19,10620128.0,1029983.0,7218.0,9083040.0,1537088.0,4804830.0,4277189.0,1021.0,1020152.0,9599976.0,9083040.0
2021-04-20,Gujarat,415972,5494,341724.0,11403.0,2021-04-20,10806479.0,966204.0,6823.0,9181042.0,1625437.0,4859276.0,4320718.0,1048.0,1035224.0,9771255.0,9181042.0
2021-04-21,Gujarat,428178,5615,346063.0,12206.0,2021-04-21,10937835.0,964950.0,6858.0,9250895.0,1686940.0,4897672.0,4352167.0,1056.0,1043714.0,9894121.0,9250895.0
2021-04-22,Gujarat,440731,5740,350865.0,12553.0,2021-04-22,11098076.0,1000556.0,6996.0,9328416.0,1769660.0,4939698.0,4387652.0,1066.0,1063478.0,10034598.0,9328416.0
2021-04-23,Gujarat,453836,5877,355875.0,13105.0,2021-04-23,11266124.0,963281.0,6677.0,9412213.0,1853911.0,4986233.0,4424885.0,1095.0,1085356.0,10180768.0,9412213.0
2021-04-24,Gujarat,467640,6019,361493.0,13804.0,2021-04-24,11436249.0,796685.0,5524.0,9495699.0,1940550.0,5032232.0,4462353.0,1114.0,1104672.0,10331577.0,9495699.0
2021-04-25,Gujarat,481737,6171,367972.0,14097.0,2021-04-25,11537861.0,599070.0,3852.0,9549793.0,1988068.0,5061199.0,4487467.0,1127.0,1117611.0,10420250.0,9549793.0
2021-04-26,Gujarat,496033,6328,374699.0,14296.0,2021-04-26,11720832.0,918371.0,6488.0,9634190.0,2086642.0,5106604.0,4526440.0,1146.0,1133157.0,10587675.0,9634190.0
2021-04-27,Gujarat,510373,6486,382426.0,14340.0,2021-04-27,11901253.0,891606.0,6256.0,9718868.0,2182385.0,5152760.0,4564947.0,1161.0,1147759.0,10753494.0,9718868.0
2021-04-28,Gujarat,524725,6656,390229.0,14352.0,2021-04-28,12053881.0,677990.0,4524.0,9787160.0,2266721.0,5189736.0,4596254.0,1170.0,1160903.0,10892978.0,9787160.0
2021-04-29,Gujarat,538845,6830,398824.0,14120.0,2021-04-29,12251389.0,893310.0,6316.0,9873924.0,2377465.0,5235908.0,4636831.0,1185.0,1177260.0,11074129.0,9873924.0
2021-04-30,Gujarat,553172,7010,408368.0,14327.0,2021-04-30,12457754.0,944697.0,6653.0,9965407.0,2492347.0,5286177.0,4678032.0,1198.0,1196985.0,11260769.0,9965407.0
2021-05-01,Gujarat,567777,7183,418548.0,14605.0,2021-05-01,12679389.0,1025900.0,7006.0,10092582.0,2586807.0,5360591.0,4730776.0,1215.0,1216289.0,11463100.0,10092582.0
2021-05-02,Gujarat,581624,7355,429130.0,13847.0,2021-05-02,12803024.0,784839.0,5247.0,10161231.0,2641793.0,5400145.0,4759855.0,1231.0,1228523.0,11574501.0,10161231.0
2021-05-03,Gujarat,594602,7508,440276.0,12978.0,2021-05-03,12966110.0,892139.0,6070.0,10243032.0,2723078.0,5445977.0,4795809.0,1246.0,1253962.0,11712148.0,10243032.0
2021-05-04,Gujarat,607422,7648,452275.0,12820.0,2021-05-04,13094157.0,882833.0,5846.0,10330960.0,2763197.0,5497821.0,4831879.0,1260.0,1286410.0,11807747.0,10330960.0
2021-05-05,Gujarat,620472,7779,464396.0,13050.0,2021-05-05,13267196.0,742193.0,5050.0,10417828.0,2849368.0,5546804.0,4869749.0,1275.0,1317572.0,11949624.0,10417828.0
2021-05-06,Gujarat,633427,7912,477391.0,12955.0,2021-05-06,13473812.0,957773.0,6241.0,10505574.0,2968238.0,5594877.0,4909411.0,1286.0,1353073.0,12120739.0,10505574.0
2021-05-07,Gujarat,645972,8035,490412.0,12545.0,2021-05-07,13680484.0,931807.0,5991.0,10593635.0,3086849.0,5642864.0,4949468.0,1303.0,1385646.0,12294838.0,10593635.0
2021-05-08,Gujarat,658036,8154,503497.0,12064.0,2021-05-08,13881007.0,935848.0,5893.0,10676626.0,3204381.0,5687849.0,4987458.0,1319.0,1410541.0,12470466.0,10676626.0
2021-05-09,Gujarat,669928,8273,518234.0,11892.0,2021-05-09,14036695.0,770690.0,4835.0,10741045.0,3295650.0,5723304.0,5016410.0,1331.0,1429197.0,12607498.0,10741045.0
2021-05-10,Gujarat,681012,8394,533004.0,11084.0,2021-05-10,14301060.0,861541.0,5710.0,10840347.0,3460713.0,5776916.0,5062083.0,1348.0,1459681.0,12841379.0,10840347.0
2021-05-11,Gujarat,692604,8511,547935.0,11592.0,2021-05-11,14610441.0,928750.0,6126.0,10952235.0,3658206.0,5837934.0,5112931.0,1370.0,1503298.0,13107143.0,10952235.0
2021-05-12,Gujarat,703594,8629,563133.0,10990.0,2021-05-12,14767554.0,682310.0,4428.0,11041502.0,3726052.0,5886779.0,5153338.0,1385.0,1544826.0,13222728.0,11041502.0
2021-05-13,Gujarat,714611,8731,578397.0,11017.0,2021-05-13,14975803.0,699491.0,4607.0,11145747.0,3830056.0,5943172.0,5201177.0,1398.0,1591042.0,13384761.0,11145747.0
2021-05-14,Gujarat,725353,8840,593666.0,10742.0,2021-05-14,15019896.0,210801.0,1578.0,11180770.0,3839126.0,5963582.0,5215785.0,1403.0,1620083.0,13399813.0,11180770.0
2021-05-15,Gujarat,735348,8944,609031.0,9995.0,2021-05-15,15055582.0,212660.0,1637.0,11213044.0,3842538.0,5982566.0,5229067.0,1411.0,1647234.0,13408348.0,11213044.0
2021-05-16,Gujarat,744409,9039,624107.0,9061.0,2021-05-16,15085762.0,178338.0,1310.0,11243101.0,3842661.0,5999825.0,5241859.0,1417.0,1668359.0,13417403.0,11243101.0
2021-05-17,Gujarat,752619,9121,638590.0,8210.0,2021-05-17,15086042.0,193224.0,1381.0,11243305.0,3842737.0,5999917.0,5241971.0,1417.0,1668343.0,13417699.0,11243305.0
2021-05-18,Gujarat,759754,9202,650932.0,7135.0,2021-05-18,15086347.0,198700.0,1431.0,11243561.0,3842786.0,6000064.0,5242080.0,1417.0,1668327.0,13418020.0,11243561.0
2021-05-19,Gujarat,766201,9269,660489.0,6447.0,2021-05-19,15087757.0,136525.0,1035.0,11244920.0,3842837.0,6001265.0,5242238.0,1417.0,1668322.0,13419435.0,11244920.0
2021-05-20,Gujarat,771447,9340,669490.0,5246.0,2021-05-20,15178758.0,324152.0,2346.0,11322050.0,3856708.0,6043975.0,5276648.0,1427.0,1713265.0,13465493.0,11322050.0
2021-05-21,Gujarat,776220,9404,677798.0,4773.0,2021-05-21,15283427.0,347280.0,2412.0,11411002.0,3872425.0,6092468.0,5317094.0,1440.0,1745516.0,13537911.0,11411002.0
2021-05-22,Gujarat,780471,9469,686581.0,4251.0,2021-05-22,15409606.0,470581.0,2983.0,11511484.0,3898122.0,6146604.0,5363419.0,1461.0,1782573.0,13627033.0,11511484.0
2021-05-23,Gujarat,784676,9523,695026.0,4205.0,2021-05-23,15516777.0,389433.0,2576.0,11596730.0,3920047.0,6191809.0,5403442.0,1479.0,1806036.0,13710741.0,11596730.0
2021-05-24,Gujarat,788470,9576,703760.0,3794.0,2021-05-24,15704013.0,440591.0,2566.0,11761248.0,3942765.0,6281915.0,5477831.0,1502.0,1830304.0,13873709.0,11761248.0
2021-05-25,Gujarat,791657,9621,713065.0,3187.0,2021-05-25,15900264.0,476234.0,2786.0,11931536.0,3968728.0,6375784.0,5554222.0,1530.0,1859369.0,14040895.0,11931536.0
2021-05-26,Gujarat,794912,9665,722741.0,3255.0,2021-05-26,16089270.0,484391.0,2891.0,12096866.0,3992404.0,6468044.0,5627269.0,1553.0,1881227.0,14208043.0,12096866.0
2021-05-27,Gujarat,797997,9701,732748.0,3085.0,2021-05-27,16288328.0,349209.0,1898.0,12267948.0,4020380.0,6563659.0,5702702.0,1587.0,1912467.0,14375861.0,12267948.0
2021-05-28,Gujarat,800866,9734,742050.0,2869.0,2021-05-28,16506745.0,395613.0,1823.0,12450336.0,4056409.0,6665620.0,5783096.0,1620.0,1947731.0,14559014.0,12450336.0
2021-05-29,Gujarat,803387,9761,750015.0,2521.0,2021-05-29,16724256.0,384261.0,1813.0,12634113.0,4090143.0,6769916.0,5862544.0,1653.0,1977768.0,14746488.0,12634113.0
2021-05-30,Gujarat,805617,9790,757124.0,2230.0,2021-05-30,16910245.0,362403.0,1732.0,12795634.0,4114611.0,6859868.0,5934085.0,1681.0,1998001.0,14912244.0,12795634.0
2021-05-31,Gujarat,807488,9815,762270.0,1871.0,2021-05-31,17110619.0,385100.0,1857.0,12965663.0,4144956.0,6954068.0,6009885.0,1710.0,2027524.0,15083095.0,12965663.0
2021-06-01,Gujarat,809169,9833,766991.0,1681.0,2021-06-01,17309564.0,390080.0,1849.0,13131370.0,4178194.0,7046593.0,6083037.0,1740.0,2057837.0,15251727.0,13131370.0
2021-06-02,Gujarat,810730,9855,771860.0,1561.0,2021-06-02,17486132.0,384041.0,1812.0,13283712.0,4202420.0,7131694.0,6150252.0,1766.0,2080011.0,15406121.0,13283712.0
2021-06-03,Gujarat,812063,9873,775958.0,1333.0,2021-06-03,17665975.0,391891.0,1852.0,13433285.0,4232690.0,7216757.0,6214740.0,1788.0,2105389.0,15560586.0,13433285.0
2021-06-04,Gujarat,813270,9890,778976.0,1207.0,2021-06-04,17936071.0,512778.0,2329.0,13674583.0,4261488.0,7358698.0,6314033.0,1852.0,2132268.0,15803803.0,13674583.0
2021-06-05,Gujarat,814390,9906,782374.0,1120.0,2021-06-05,18201215.0,479610.0,2224.0,13915183.0,4286032.0,7500857.0,6412426.0,1900.0,2154329.0,16046886.0,13915183.0
2021-06-06,Gujarat,815386,9921,785378.0,996.0,2021-06-06,18427691.0,444175.0,2087.0,14128072.0,4299619.0,7623531.0,6502596.0,1945.0,2181397.0,16246294.0,14128072.0
2021-06-07,Gujarat,816234,9933,788293.0,848.0,2021-06-07,18686516.0,490969.0,2246.0,14359541.0,4326975.0,7755563.0,6601968.0,2010.0,2205473.0,16481043.0,14359541.0
2021-06-08,Gujarat,817012,9944,790906.0,778.0,2021-06-08,18949901.0,486743.0,2272.0,14587473.0,4362428.0,7886709.0,6698709.0,2055.0,2249623.0,16700278.0,14587473.0
2021-06-09,Gujarat,817707,9955,793028.0,695.0,2021-06-09,19203211.0,484148.0,2206.0,14801548.0,4401663.0,8011027.0,6788413.0,2108.0,2308692.0,16894519.0,14801548.0
2021-06-10,Gujarat,818351,9965,794703.0,644.0,2021-06-10,19478852.0,486093.0,2284.0,15022634.0,4456218.0,8139182.0,6881264.0,2188.0,2364338.0,17114514.0,15022634.0
2021-06-11,Gujarat,818895,9976,796208.0,544.0,2021-06-11,19769106.0,492859.0,2308.0,15262470.0,4506636.0,8280351.0,6979879.0,2240.0,2414734.0,17354372.0,15262470.0
2021-06-12,Gujarat,819376,9985,797734.0,481.0,2021-06-12,20068185.0,477736.0,2196.0,15522137.0,4546048.0,8439118.0,7080715.0,2304.0,2440016.0,17628169.0,15522137.0
2021-06-13,Gujarat,819866,9991,799012.0,490.0,2021-06-13,20303072.0,419691.0,1992.0,15729860.0,4573212.0,8562868.0,7164652.0,2340.0,2460501.0,17842571.0,15729860.0
2021-06-14,Gujarat,820321,9997,800075.0,455.0,2021-06-14,20587151.0,487611.0,2244.0,15979244.0,4607907.0,8709335.0,7267529.0,2380.0,2474478.0,18112673.0,15979244.0
2021-06-15,Gujarat,820726,10003,801181.0,405.0,2021-06-15,20855692.0,462376.0,2213.0,16214004.0,4641688.0,8847218.0,7364359.0,2427.0,2487006.0,18368686.0,16214004.0
2021-06-16,Gujarat,821078,10007,802187.0,352.0,2021-06-16,21112010.0,452300.0,2170.0,16440786.0,4671224.0,8980617.0,7457692.0,2477.0,2495920.0,18616090.0,16440786.0
2021-06-17,Gujarat,821376,10012,803122.0,298.0,2021-06-17,21334287.0,416388.0,2042.0,16632294.0,4701993.0,9093371.0,7536411.0,2512.0,2508022.0,18826265.0,16632294.0
2021-06-18,Gujarat,821659,10018,803892.0,283.0,2021-06-18,21596263.0,477360.0,2247.0,16854511.0,4741752.0,9221998.0,7629940.0,2573.0,2516083.0,19080180.0,16854511.0
2021-06-19,Gujarat,821921,10023,804668.0,262.0,2021-06-19,21903561.0,566592.0,2352.0,17116300.0,4787261.0,9374771.0,7738902.0,2627.0,2521478.0,19382083.0,17116300.0
2021-06-20,Gujarat,822149,10028,805542.0,228.0,2021-06-20,22099535.0,500558.0,1966.0,17278756.0,4820779.0,9468219.0,7807874.0,2663.0,2535203.0,19564332.0,17278756.0
2021-06-21,Gujarat,822334,10032,806193.0,185.0,2021-06-21,22619651.0,1212745.0,4268.0,17730463.0,4889188.0,9718877.0,8008832.0,2754.0,2580075.0,20039576.0,17730463.0
2021-06-22,Gujarat,822485,10034,806812.0,151.0,2021-06-22,23067276.0,1077401.0,3841.0,18105136.0,4962140.0,9923919.0,8178392.0,2825.0,2623677.0,20443599.0,18105136.0
2021-06-23,Gujarat,822620,10037,807424.0,135.0,2021-06-23,23513610.0,1078637.0,3677.0,18475269.0,5038341.0,10126574.0,8345796.0,2899.0,2651638.0,20861972.0,18475269.0
2021-06-24,Gujarat,822758,10040,807911.0,138.0,2021-06-24,23968923.0,1105067.0,3710.0,18826982.0,5141941.0,10325430.0,8498573.0,2979.0,2676641.0,21292282.0,18826982.0
2021-06-25,Gujarat,822887,10042,808418.0,129.0,2021-06-25,24271144.0,774867.0,2739.0,19053252.0,5217892.0,13194143.0,11073520.0,3481.0,2701521.0,21569623.0,
2021-06-26,Gujarat,823010,10045,808849.0,123.0,2021-06-26,24657300.0,964029.0,3121.0,19330981.0,5326319.0,13409582.0,11244180.0,3538.0,2847731.0,21809569.0,
2021-06-27,Gujarat,823132,10048,809201.0,122.0,2021-06-27,24887523.0,616705.0,2143.0,19500271.0,5387252.0,13537898.0,11346051.0,3574.0,2917629.0,21969894.0,
2021-06-28,Gujarat,823244,10051,809506.0,112.0,2021-06-28,25141162.0,733257.0,2211.0,19683467.0,5457695.0,13676302.0,11461259.0,3601.0,2978729.0,22162433.0,
2021-06-29,Gujarat,823340,10054,809821.0,96.0,2021-06-29,25408616.0,734425.0,2229.0,19872911.0,5535705.0,13821023.0,11583934.0,3659.0,3044974.0,22363642.0,
2021-06-30,Gujarat,823433,10056,810147.0,93.0,2021-06-30,25692042.0,746252.0,2310.0,20070872.0,5621170.0,13975657.0,11712644.0,3741.0,3077789.0,22614253.0,
2021-04-01,Haryana,290800,3155,277919.0,1106.0,2021-04-01,1594582.0,199820.0,1451.0,1441284.0,153298.0,743873.0,697271.0,140.0,227583.0,1366999.0,1441284.0
2021-04-02,Haryana,292409,3164,278883.0,1609.0,2021-04-02,1702590.0,149670.0,1148.0,1545216.0,157374.0,795798.0,749268.0,150.0,232473.0,1470117.0,1545216.0
2021-04-03,Haryana,294270,3174,280074.0,1861.0,2021-04-03,1753953.0,113900.0,853.0,1594393.0,159560.0,821004.0,773229.0,160.0,234301.0,1519652.0,1594393.0
2021-04-04,Haryana,296229,3184,281258.0,1959.0,2021-04-04,1800611.0,116450.0,899.0,1639535.0,161076.0,844132.0,795225.0,178.0,236106.0,1564505.0,1639535.0
2021-04-05,Haryana,298133,3191,282368.0,1904.0,2021-04-05,1882164.0,213401.0,1594.0,1717234.0,164930.0,882871.0,834174.0,189.0,238299.0,1643865.0,1717234.0
2021-04-06,Haryana,300173,3199,283869.0,2040.0,2021-04-06,1942196.0,163560.0,1228.0,1774869.0,167327.0,911424.0,863248.0,197.0,239555.0,1702641.0,1774869.0
2021-04-07,Haryana,302272,3208,284984.0,2099.0,2021-04-07,2028171.0,136961.0,955.0,1855846.0,172325.0,952775.0,902869.0,202.0,241762.0,1786409.0,1855846.0
2021-04-08,Haryana,304638,3219,286182.0,2366.0,2021-04-08,2118410.0,189132.0,1381.0,1939723.0,178687.0,995409.0,944092.0,222.0,243696.0,1874714.0,1939723.0
2021-04-09,Haryana,307510,3230,287151.0,2872.0,2021-04-09,2212252.0,207931.0,1529.0,2024825.0,187427.0,1039028.0,985564.0,233.0,248469.0,1963783.0,2024825.0
2021-04-10,Haryana,310504,3241,289121.0,2994.0,2021-04-10,2283262.0,173950.0,1254.0,2088650.0,194612.0,1071694.0,1016710.0,246.0,253295.0,2029967.0,2088650.0
2021-04-11,Haryana,313441,3252,290736.0,2937.0,2021-04-11,2382114.0,319191.0,2183.0,2181488.0,200626.0,1117273.0,1063953.0,262.0,258387.0,2123727.0,2181488.0
2021-04-12,Haryana,316881,3268,292632.0,3440.0,2021-04-12,2525834.0,295422.0,2187.0,2307539.0,218295.0,1179606.0,1127642.0,291.0,270088.0,2255746.0,2307539.0
2021-04-13,Haryana,320699,3282,294930.0,3818.0,2021-04-13,2657270.0,261440.0,2041.0,2421185.0,236085.0,1237344.0,1183535.0,306.0,284223.0,2373047.0,2421185.0
2021-04-14,Haryana,324544,3298,297039.0,3845.0,2021-04-14,2804984.0,307328.0,2345.0,2544240.0,260744.0,1300023.0,1243893.0,324.0,305886.0,2499098.0,2544240.0
2021-04-15,Haryana,329942,3316,299205.0,5398.0,2021-04-15,2873554.0,217708.0,1550.0,2596134.0,277420.0,1327245.0,1268557.0,332.0,315598.0,2557956.0,2596134.0
2021-04-16,Haryana,335800,3334,301948.0,5858.0,2021-04-16,2957111.0,235504.0,1752.0,2657655.0,299456.0,1359818.0,1297497.0,340.0,326233.0,2630878.0,2657655.0
2021-04-17,Haryana,342077,3354,304906.0,6277.0,2021-04-17,3022626.0,172100.0,1307.0,2706244.0,316382.0,1386238.0,1319663.0,343.0,333602.0,2689024.0,2706244.0
2021-04-18,Haryana,349794,3386,307850.0,7717.0,2021-04-18,3065865.0,268400.0,1865.0,2740333.0,325532.0,1404779.0,1335205.0,349.0,339345.0,2726520.0,2740333.0
2021-04-19,Haryana,356971,3415,311339.0,7177.0,2021-04-19,3162209.0,250560.0,1842.0,2804924.0,357285.0,1440213.0,1364349.0,362.0,354736.0,2807473.0,2804924.0
2021-04-20,Haryana,363813,3448,315002.0,6842.0,2021-04-20,3241332.0,228150.0,1687.0,2858633.0,382699.0,1468968.0,1389297.0,368.0,370276.0,2871056.0,2858633.0
2021-04-21,Haryana,371624,3483,318369.0,7811.0,2021-04-21,3287414.0,214974.0,1495.0,2890194.0,397220.0,1485750.0,1404071.0,373.0,380372.0,2907042.0,2890194.0
2021-04-22,Haryana,381247,3528,322297.0,9623.0,2021-04-22,3344006.0,217940.0,1570.0,2928139.0,415867.0,1505643.0,1422112.0,384.0,393076.0,2950930.0,2928139.0
2021-04-23,Haryana,390989,3583,328809.0,9742.0,2021-04-23,3429738.0,208280.0,1538.0,2983811.0,445927.0,1535024.0,1448398.0,389.0,406664.0,3023074.0,2983811.0
2021-04-24,Haryana,402843,3643,335143.0,11854.0,2021-04-24,3502761.0,163528.0,1346.0,3032220.0,470541.0,1560587.0,1471238.0,395.0,416043.0,3086718.0,3032220.0
2021-04-25,Haryana,413334,3703,340247.0,10491.0,2021-04-25,3539875.0,108570.0,958.0,3059704.0,480171.0,1574902.0,1484399.0,403.0,421983.0,3117892.0,3059704.0
2021-04-26,Haryana,424319,3767,346304.0,10985.0,2021-04-26,3595069.0,258089.0,1968.0,3096107.0,498962.0,1594014.0,1501681.0,412.0,432816.0,3162253.0,3096107.0
2021-04-27,Haryana,435823,3842,352515.0,11504.0,2021-04-27,3634905.0,202500.0,1575.0,3122680.0,512225.0,1608384.0,1513879.0,417.0,442538.0,3192367.0,3122680.0
2021-04-28,Haryana,447754,3926,359699.0,11931.0,2021-04-28,3675837.0,137450.0,1172.0,3147907.0,527930.0,1621945.0,1525542.0,420.0,450010.0,3225827.0,3147907.0
2021-04-29,Haryana,460198,4021,367317.0,12444.0,2021-04-29,3723444.0,177400.0,1336.0,3177552.0,545892.0,1637925.0,1539202.0,425.0,457255.0,3266189.0,3177552.0
2021-04-30,Haryana,474145,4118,376852.0,13947.0,2021-04-30,3758377.0,173700.0,1371.0,3199035.0,559342.0,1649527.0,1549077.0,431.0,464918.0,3293459.0,3199035.0
2021-05-01,Haryana,487978,4216,386200.0,13833.0,2021-05-01,3776747.0,125300.0,975.0,3211614.0,565133.0,1656445.0,1554738.0,431.0,469669.0,3307078.0,3211614.0
2021-05-02,Haryana,501566,4341,394709.0,13588.0,2021-05-02,3796956.0,81250.0,585.0,3230331.0,566625.0,1667947.0,1561950.0,434.0,471634.0,3325322.0,3230331.0
2021-05-03,Haryana,514888,4486,405132.0,13322.0,2021-05-03,3855063.0,172602.0,1263.0,3279593.0,575470.0,1699019.0,1580136.0,438.0,475976.0,3379087.0,3279593.0
2021-05-04,Haryana,527773,4626,418425.0,12885.0,2021-05-04,3926299.0,152538.0,1085.0,3335067.0,591232.0,1733506.0,1601110.0,451.0,479717.0,3446582.0,3335067.0
2021-05-05,Haryana,543559,4779,429950.0,15786.0,2021-05-05,3987098.0,109273.0,768.0,3374963.0,612135.0,1757310.0,1617197.0,456.0,483343.0,3503755.0,3374963.0
2021-05-06,Haryana,558975,4960,440590.0,15416.0,2021-05-06,4094206.0,173759.0,1194.0,3447474.0,646732.0,1800382.0,1646623.0,469.0,486720.0,3607486.0,3447474.0
2021-05-07,Haryana,573815,5137,452836.0,14840.0,2021-05-07,4204923.0,161601.0,1099.0,3518724.0,686199.0,1841638.0,1676608.0,478.0,491438.0,3713485.0,3518724.0
2021-05-08,Haryana,587682,5299,466420.0,13867.0,2021-05-08,4288127.0,135577.0,990.0,3573590.0,714537.0,1873745.0,1699359.0,486.0,497059.0,3791068.0,3573590.0
2021-05-09,Haryana,602349,5454,480786.0,14667.0,2021-05-09,4344758.0,105165.0,759.0,3612642.0,732116.0,1896228.0,1715919.0,495.0,499858.0,3844900.0,3612642.0
2021-05-10,Haryana,615897,5605,493425.0,13548.0,2021-05-10,4475905.0,197469.0,1508.0,3692472.0,783433.0,1941942.0,1750014.0,516.0,505235.0,3970670.0,3692472.0
2021-05-11,Haryana,628615,5766,509617.0,12718.0,2021-05-11,4590300.0,190735.0,1526.0,3764214.0,826086.0,1983350.0,1780340.0,524.0,510021.0,4080279.0,3764214.0
2021-05-12,Haryana,640252,5910,525345.0,11637.0,2021-05-12,4663197.0,161028.0,1310.0,3817367.0,845830.0,2014064.0,1802761.0,542.0,523990.0,4139207.0,3817367.0
2021-05-13,Haryana,652742,6075,539609.0,12490.0,2021-05-13,4765647.0,147472.0,1125.0,3886385.0,879262.0,2053252.0,1832572.0,561.0,537351.0,4228296.0,3886385.0
2021-05-14,Haryana,665028,6238,555650.0,12286.0,2021-05-14,4833697.0,127820.0,1023.0,3931468.0,902229.0,2078500.0,1852396.0,572.0,546074.0,4287623.0,3931468.0
2021-05-15,Haryana,675636,6402,570227.0,10608.0,2021-05-15,4893748.0,125280.0,1049.0,3977395.0,916353.0,2104603.0,1872209.0,583.0,559732.0,4334016.0,3977395.0
2021-05-16,Haryana,685312,6546,582820.0,9676.0,2021-05-16,4937347.0,95292.0,561.0,4019157.0,918190.0,2128935.0,1889625.0,597.0,564370.0,4372977.0,4019157.0
2021-05-17,Haryana,694427,6685,597676.0,9115.0,2021-05-17,5000446.0,182516.0,1099.0,4079084.0,921362.0,2164626.0,1913844.0,614.0,573194.0,4427252.0,4079084.0
2021-05-18,Haryana,701915,6799,611955.0,7488.0,2021-05-18,5065275.0,342645.0,1106.0,4140970.0,924305.0,2201727.0,1938607.0,636.0,592330.0,4472945.0,4140970.0
2021-05-19,Haryana,709689,6923,626852.0,7774.0,2021-05-19,5118705.0,180749.0,801.0,4191994.0,926711.0,2232459.0,1958885.0,650.0,609897.0,4508808.0,4191994.0
2021-05-20,Haryana,716507,7076,638673.0,6818.0,2021-05-20,5198818.0,291504.0,1060.0,4267171.0,931647.0,2276627.0,1989862.0,682.0,632013.0,4566805.0,4267171.0
2021-05-21,Haryana,722964,7205,653407.0,6457.0,2021-05-21,5285927.0,332714.0,1135.0,4347426.0,938501.0,2323462.0,2023264.0,700.0,654507.0,4631420.0,4347426.0
2021-05-22,Haryana,728607,7317,666893.0,5643.0,2021-05-22,5357671.0,332881.0,1145.0,4411857.0,945814.0,2360282.0,2050857.0,718.0,673878.0,4683793.0,4411857.0
2021-05-23,Haryana,733628,7415,678220.0,5021.0,2021-05-23,5391895.0,175988.0,683.0,4440936.0,950959.0,2376618.0,2063594.0,724.0,682901.0,4708994.0,4440936.0
2021-05-24,Haryana,738028,7512,687700.0,4400.0,2021-05-24,5488324.0,235771.0,1125.0,4532709.0,955615.0,2430940.0,2101014.0,755.0,695580.0,4792744.0,4532709.0
2021-05-25,Haryana,741785,7607,696059.0,3757.0,2021-05-25,5559015.0,226511.0,1115.0,4597932.0,961083.0,2469211.0,2127954.0,767.0,711889.0,4847126.0,4597932.0
2021-05-26,Haryana,744602,7735,702779.0,2817.0,2021-05-26,5611913.0,217452.0,985.0,4646721.0,965192.0,2498165.0,2147780.0,776.0,720710.0,4891203.0,4646721.0
2021-05-27,Haryana,747740,7841,708255.0,3138.0,2021-05-27,5687063.0,232600.0,917.0,4713609.0,973454.0,2537827.0,2174993.0,789.0,742821.0,4944242.0,4713609.0
2021-05-28,Haryana,750062,7939,713934.0,2322.0,2021-05-28,5750543.0,227099.0,889.0,4770088.0,980455.0,2571930.0,2197344.0,814.0,762775.0,4987768.0,4770088.0
2021-05-29,Haryana,752069,8035,718959.0,2007.0,2021-05-29,5804788.0,196843.0,789.0,4816451.0,988337.0,2599743.0,2215886.0,822.0,785365.0,5019423.0,4816451.0
2021-05-30,Haryana,753937,8132,722711.0,1868.0,2021-05-30,5832328.0,118901.0,458.0,4841864.0,990464.0,2614188.0,2226850.0,826.0,793947.0,5038381.0,4841864.0
2021-05-31,Haryana,755389,8221,726081.0,1452.0,2021-05-31,5889201.0,217971.0,860.0,4893257.0,995944.0,2644942.0,2247475.0,840.0,819176.0,5070025.0,4893257.0
2021-06-01,Haryana,756635,8303,729752.0,1246.0,2021-06-01,5956635.0,223661.0,864.0,4955133.0,1001502.0,2682420.0,2271857.0,856.0,842600.0,5114035.0,4955133.0
2021-06-02,Haryana,757868,8383,733205.0,1233.0,2021-06-02,6029937.0,205756.0,808.0,5025000.0,1004937.0,2724935.0,2299182.0,883.0,859974.0,5169963.0,5025000.0
2021-06-03,Haryana,759039,8461,735910.0,1171.0,2021-06-03,6104370.0,231388.0,948.0,5094715.0,1009655.0,2768374.0,2325443.0,898.0,881211.0,5223159.0,5094715.0
2021-06-04,Haryana,760019,8532,738799.0,980.0,2021-06-04,6166025.0,237081.0,911.0,5151851.0,1014174.0,2803632.0,2347301.0,918.0,894223.0,5271802.0,5151851.0
2021-06-05,Haryana,760914,8605,741255.0,895.0,2021-06-05,6224238.0,218140.0,830.0,5205904.0,1018334.0,2836930.0,2368038.0,936.0,904476.0,5319762.0,5205904.0
2021-06-06,Haryana,761637,8664,742999.0,723.0,2021-06-06,6246721.0,109656.0,430.0,5226504.0,1020217.0,2848479.0,2377082.0,943.0,908760.0,5337961.0,5226504.0
2021-06-07,Haryana,762291,8712,744482.0,654.0,2021-06-07,6302108.0,248291.0,909.0,5276368.0,1025740.0,2880382.0,2395017.0,969.0,917636.0,5384472.0,5276368.0
2021-06-08,Haryana,762931,8751,746156.0,640.0,2021-06-08,6350659.0,240265.0,963.0,5319508.0,1031151.0,2907378.0,2411156.0,974.0,924399.0,5426260.0,5319508.0
2021-06-09,Haryana,763566,8789,747246.0,635.0,2021-06-09,6433899.0,256690.0,858.0,5398348.0,1035551.0,2955709.0,2441646.0,993.0,936931.0,5496968.0,5398348.0
