Date,State,Confirmed,Deaths,Recovered,New Cases,Updated On,Total Doses Administered,Sessions, Sites ,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered), Covaxin (Doses Administered),CoviShield (Doses Administered),Total Individuals Vaccinated
2021-04-01,Andaman and Nicobar Islands,5083,62,4976.0,2.0,2021-04-01,22608.0,1700.0,17.0,17435.0,5173.0,10347.0,7088.0,0.0,0.0,22608.0,17435.0
2021-04-02,Andaman and Nicobar Islands,5084,62,4980.0,1.0,2021-04-02,22738.0,1000.0,10.0,17559.0,5179.0,10407.0,7152.0,0.0,0.0,22738.0,17559.0
2021-04-03,Andaman and Nicobar Islands,5084,62,4981.0,0.0,2021-04-03,23221.0,1200.0,11.0,17998.0,5223.0,10633.0,7365.0,0.0,0.0,23221.0,17998.0
2021-04-04,Andaman and Nicobar Islands,5098,62,4987.0,14.0,2021-04-04,23901.0,1200.0,12.0,18677.0,5224.0,10996.0,7681.0,0.0,0.0,23901.0,18677.0
2021-04-05,Andaman and Nicobar Islands,5109,62,4990.0,11.0,2021-04-05,24774.0,1800.0,18.0,19499.0,5275.0,11437.0,8062.0,0.0,0.0,24774.0,19499.0
2021-04-06,Andaman and Nicobar Islands,5116,62,5001.0,7.0,2021-04-06,25766.0,2300.0,23.0,20445.0,5321.0,11897.0,8548.0,0.0,0.0,25766.0,20445.0
2021-04-07,Andaman and Nicobar Islands,5123,62,5010.0,7.0,2021-04-07,27978.0,2400.0,23.0,22631.0,5347.0,12986.0,9645.0,0.0,0.0,27978.0,22631.0
2021-04-08,Andaman and Nicobar Islands,5131,62,5020.0,8.0,2021-04-08,30766.0,2800.0,28.0,25363.0,5403.0,14405.0,10957.0,1.0,0.0,30766.0,25363.0
2021-04-09,Andaman and Nicobar Islands,5149,62,5027.0,18.0,2021-04-09,33217.0,2800.0,28.0,27698.0,5519.0,15582.0,12115.0,1.0,0.0,33217.0,27698.0
2021-04-10,Andaman and Nicobar Islands,5161,62,5028.0,12.0,2021-04-10,35433.0,3000.0,29.0,29863.0,5570.0,16690.0,13172.0,1.0,0.0,35433.0,29863.0
2021-04-11,Andaman and Nicobar Islands,5175,62,5038.0,14.0,2021-04-11,37624.0,2800.0,28.0,32012.0,5612.0,17866.0,14145.0,1.0,0.0,37624.0,32012.0
2021-04-12,Andaman and Nicobar Islands,5190,62,5040.0,15.0,2021-04-12,42285.0,3400.0,33.0,36572.0,5713.0,20175.0,16392.0,5.0,0.0,42285.0,36572.0
2021-04-13,Andaman and Nicobar Islands,5201,62,5050.0,11.0,2021-04-13,48845.0,3400.0,32.0,43013.0,5832.0,23433.0,19575.0,5.0,0.0,48845.0,43013.0
2021-04-14,Andaman and Nicobar Islands,5209,62,5054.0,8.0,2021-04-14,55595.0,3300.0,32.0,49654.0,5941.0,26959.0,22690.0,5.0,0.0,55595.0,49654.0
2021-04-15,Andaman and Nicobar Islands,5247,63,5078.0,38.0,2021-04-15,60857.0,4000.0,35.0,54778.0,6079.0,29685.0,25088.0,5.0,0.0,60857.0,54778.0
2021-04-16,Andaman and Nicobar Islands,5262,63,5082.0,15.0,2021-04-16,67662.0,4900.0,36.0,61339.0,6323.0,33196.0,28138.0,5.0,0.0,67662.0,61339.0
2021-04-17,Andaman and Nicobar Islands,5289,63,5110.0,27.0,2021-04-17,74019.0,4300.0,40.0,67451.0,6568.0,36435.0,31010.0,6.0,0.0,74019.0,67451.0
2021-04-18,Andaman and Nicobar Islands,5331,64,5146.0,42.0,2021-04-18,78153.0,4700.0,47.0,71275.0,6878.0,38500.0,32769.0,6.0,0.0,78153.0,71275.0
2021-04-19,Andaman and Nicobar Islands,5390,64,5200.0,59.0,2021-04-19,83028.0,4750.0,46.0,75675.0,7353.0,40893.0,34776.0,6.0,0.0,83028.0,75675.0
2021-04-20,Andaman and Nicobar Islands,5421,64,5212.0,31.0,2021-04-20,86910.0,4800.0,47.0,78973.0,7937.0,42718.0,36248.0,7.0,0.0,86910.0,78973.0
2021-04-21,Andaman and Nicobar Islands,5466,64,5243.0,45.0,2021-04-21,89072.0,4100.0,40.0,80901.0,8171.0,43818.0,37076.0,7.0,0.0,89072.0,80901.0
2021-04-22,Andaman and Nicobar Islands,5490,64,5276.0,24.0,2021-04-22,91833.0,4200.0,42.0,83233.0,8600.0,45145.0,38081.0,7.0,0.0,91833.0,83233.0
2021-04-23,Andaman and Nicobar Islands,5527,65,5309.0,37.0,2021-04-23,94166.0,4200.0,42.0,85201.0,8965.0,46215.0,38978.0,8.0,0.0,94166.0,85201.0
2021-04-24,Andaman and Nicobar Islands,5569,65,5358.0,42.0,2021-04-24,96093.0,3900.0,37.0,86796.0,9297.0,47109.0,39679.0,8.0,0.0,96093.0,86796.0
2021-04-25,Andaman and Nicobar Islands,5614,66,5410.0,45.0,2021-04-25,97392.0,3500.0,35.0,87865.0,9527.0,47711.0,40146.0,8.0,0.0,97392.0,87865.0
2021-04-26,Andaman and Nicobar Islands,5665,66,5467.0,51.0,2021-04-26,99109.0,3500.0,34.0,89290.0,9819.0,48496.0,40786.0,8.0,0.0,99109.0,89290.0
2021-04-27,Andaman and Nicobar Islands,5716,66,5520.0,51.0,2021-04-27,100571.0,3500.0,34.0,90454.0,10117.0,49116.0,41330.0,8.0,0.0,100571.0,90454.0
2021-04-28,Andaman and Nicobar Islands,5764,66,5562.0,48.0,2021-04-28,101770.0,3100.0,31.0,91394.0,10376.0,49622.0,41764.0,8.0,0.0,101770.0,91394.0
2021-04-29,Andaman and Nicobar Islands,5816,67,5606.0,52.0,2021-04-29,102998.0,3200.0,32.0,92417.0,10581.0,50235.0,42174.0,8.0,0.0,102998.0,92417.0
2021-04-30,Andaman and Nicobar Islands,5875,67,5643.0,59.0,2021-04-30,104374.0,3200.0,31.0,93493.0,10881.0,50804.0,42681.0,8.0,0.0,104374.0,93493.0
2021-05-01,Andaman and Nicobar Islands,5949,67,5701.0,74.0,2021-05-01,105090.0,3300.0,33.0,94002.0,11088.0,51106.0,42888.0,8.0,0.0,105090.0,94002.0
2021-05-02,Andaman and Nicobar Islands,6046,68,5773.0,97.0,2021-05-02,105285.0,1400.0,13.0,94125.0,11160.0,51165.0,42952.0,8.0,0.0,105285.0,94125.0
2021-05-03,Andaman and Nicobar Islands,6084,69,5798.0,38.0,2021-05-03,106250.0,4000.0,32.0,94633.0,11617.0,51480.0,43145.0,8.0,0.0,106250.0,94633.0
2021-05-04,Andaman and Nicobar Islands,6150,70,5850.0,66.0,2021-05-04,107018.0,4100.0,36.0,95064.0,11954.0,51742.0,43314.0,8.0,0.0,107018.0,95064.0
2021-05-05,Andaman and Nicobar Islands,6181,70,5879.0,31.0,2021-05-05,107955.0,5400.0,46.0,95500.0,12455.0,51982.0,43510.0,8.0,0.0,107955.0,95500.0
2021-05-06,Andaman and Nicobar Islands,6223,71,5928.0,42.0,2021-05-06,109060.0,5100.0,46.0,96229.0,12831.0,52233.0,43988.0,8.0,0.0,109060.0,96229.0
2021-05-07,Andaman and Nicobar Islands,6255,72,5958.0,32.0,2021-05-07,110161.0,5400.0,48.0,96970.0,13191.0,52490.0,44472.0,8.0,0.0,110161.0,96970.0
2021-05-08,Andaman and Nicobar Islands,6311,72,6030.0,56.0,2021-05-08,111168.0,5000.0,44.0,97639.0,13529.0,52749.0,44882.0,8.0,0.0,111168.0,97639.0
2021-05-09,Andaman and Nicobar Islands,6341,74,6056.0,30.0,2021-05-09,111285.0,3800.0,38.0,97748.0,13537.0,52760.0,44980.0,8.0,0.0,111285.0,97748.0
2021-05-10,Andaman and Nicobar Islands,6367,76,6088.0,26.0,2021-05-10,112403.0,5200.0,44.0,98439.0,13964.0,53054.0,45377.0,8.0,0.0,112403.0,98439.0
2021-05-11,Andaman and Nicobar Islands,6398,78,6125.0,31.0,2021-05-11,113019.0,5500.0,44.0,98845.0,14174.0,53254.0,45583.0,8.0,0.0,113019.0,98845.0
2021-05-12,Andaman and Nicobar Islands,6426,78,6149.0,28.0,2021-05-12,113622.0,4600.0,41.0,99218.0,14404.0,53438.0,45772.0,8.0,0.0,113622.0,99218.0
2021-05-13,Andaman and Nicobar Islands,6470,81,6175.0,44.0,2021-05-13,114400.0,5300.0,44.0,99602.0,14798.0,53657.0,45937.0,8.0,0.0,114400.0,99602.0
2021-05-14,Andaman and Nicobar Islands,6510,83,6213.0,40.0,2021-05-14,114498.0,4400.0,39.0,99690.0,14808.0,53698.0,45984.0,8.0,0.0,114498.0,99690.0
2021-05-15,Andaman and Nicobar Islands,6542,85,6225.0,32.0,2021-05-15,115188.0,4000.0,35.0,100058.0,15130.0,53903.0,46147.0,8.0,0.0,115188.0,100058.0
2021-05-16,Andaman and Nicobar Islands,6568,85,6267.0,26.0,2021-05-16,115188.0,2120.0,21.0,100058.0,15130.0,53903.0,46147.0,8.0,0.0,115188.0,100058.0
2021-05-17,Andaman and Nicobar Islands,6603,88,6283.0,35.0,2021-05-17,115627.0,5655.0,33.0,100492.0,15135.0,54080.0,46403.0,9.0,0.0,115627.0,100492.0
2021-05-18,Andaman and Nicobar Islands,6638,89,6329.0,35.0,2021-05-18,115911.0,5115.0,31.0,100773.0,15138.0,54206.0,46558.0,9.0,0.0,115911.0,100773.0
2021-05-19,Andaman and Nicobar Islands,6674,92,6359.0,36.0,2021-05-19,116427.0,4710.0,31.0,101277.0,15150.0,54473.0,46795.0,9.0,0.0,116427.0,101277.0
2021-05-20,Andaman and Nicobar Islands,6709,95,6385.0,35.0,2021-05-20,117180.0,5612.0,34.0,102027.0,15153.0,54922.0,47096.0,9.0,0.0,117180.0,102027.0
2021-05-21,Andaman and Nicobar Islands,6758,96,6401.0,49.0,2021-05-21,117950.0,4403.0,32.0,102795.0,15155.0,55368.0,47418.0,9.0,0.0,117950.0,102795.0
2021-05-22,Andaman and Nicobar Islands,6789,98,6417.0,31.0,2021-05-22,118761.0,5113.0,30.0,103605.0,15156.0,55814.0,47782.0,9.0,0.0,118761.0,103605.0
2021-05-23,Andaman and Nicobar Islands,6820,101,6441.0,31.0,2021-05-23,119144.0,2200.0,17.0,103988.0,15156.0,55995.0,47984.0,9.0,0.0,119144.0,103988.0
2021-05-24,Andaman and Nicobar Islands,6844,103,6473.0,24.0,2021-05-24,119595.0,4117.0,31.0,104439.0,15156.0,56243.0,48187.0,9.0,0.0,119595.0,104439.0
2021-05-25,Andaman and Nicobar Islands,6853,104,6495.0,9.0,2021-05-25,120282.0,4457.0,30.0,105124.0,15158.0,56625.0,48490.0,9.0,0.0,120282.0,105124.0
2021-05-26,Andaman and Nicobar Islands,6878,106,6544.0,25.0,2021-05-26,121091.0,2785.0,22.0,105933.0,15158.0,57048.0,48876.0,9.0,0.0,121091.0,105933.0
2021-05-27,Andaman and Nicobar Islands,6901,108,6573.0,23.0,2021-05-27,121709.0,2985.0,20.0,106548.0,15161.0,57379.0,49160.0,9.0,0.0,121709.0,106548.0
2021-05-28,Andaman and Nicobar Islands,6917,109,6591.0,16.0,2021-05-28,122466.0,4100.0,26.0,107304.0,15162.0,57843.0,49452.0,9.0,0.0,122466.0,107304.0
2021-05-29,Andaman and Nicobar Islands,6936,113,6630.0,19.0,2021-05-29,123483.0,3491.0,24.0,108317.0,15166.0,58415.0,49893.0,9.0,0.0,123483.0,108317.0
2021-05-30,Andaman and Nicobar Islands,6964,113,6660.0,28.0,2021-05-30,123725.0,367.0,5.0,108559.0,15166.0,58529.0,50021.0,9.0,0.0,123725.0,108559.0
2021-05-31,Andaman and Nicobar Islands,6984,114,6683.0,20.0,2021-05-31,124268.0,1670.0,13.0,109087.0,15181.0,58809.0,50269.0,9.0,0.0,124268.0,109087.0
2021-06-01,Andaman and Nicobar Islands,7005,115,6719.0,21.0,2021-06-01,125007.0,1593.0,11.0,109821.0,15186.0,59205.0,50607.0,9.0,0.0,125007.0,109821.0
2021-06-02,Andaman and Nicobar Islands,7018,118,6745.0,13.0,2021-06-02,125514.0,1702.0,9.0,110323.0,15191.0,59440.0,50874.0,9.0,0.0,125514.0,110323.0
2021-06-03,Andaman and Nicobar Islands,7043,119,6781.0,25.0,2021-06-03,126200.0,2728.0,11.0,111001.0,15199.0,59832.0,51160.0,9.0,0.0,126200.0,111001.0
2021-06-04,Andaman and Nicobar Islands,7070,119,6820.0,27.0,2021-06-04,126713.0,2345.0,8.0,111506.0,15207.0,60106.0,51391.0,9.0,0.0,126713.0,111506.0
2021-06-05,Andaman and Nicobar Islands,7088,121,6852.0,18.0,2021-06-05,127194.0,1872.0,11.0,111971.0,15223.0,60338.0,51624.0,9.0,0.0,127194.0,111971.0
2021-06-06,Andaman and Nicobar Islands,7105,122,6876.0,17.0,2021-06-06,127202.0,9.0,2.0,111979.0,15223.0,60343.0,51627.0,9.0,0.0,127202.0,111979.0
2021-06-07,Andaman and Nicobar Islands,7119,122,6894.0,14.0,2021-06-07,127759.0,2052.0,7.0,112507.0,15252.0,60589.0,51909.0,9.0,0.0,127759.0,112507.0
2021-06-08,Andaman and Nicobar Islands,7131,123,6912.0,12.0,2021-06-08,128195.0,2044.0,9.0,112917.0,15278.0,60801.0,52107.0,9.0,0.0,128195.0,112917.0
2021-06-09,Andaman and Nicobar Islands,7154,125,6935.0,23.0,2021-06-09,128498.0,2970.0,10.0,113207.0,15291.0,60959.0,52239.0,9.0,0.0,128498.0,113207.0
2021-06-10,Andaman and Nicobar Islands,7168,125,6952.0,14.0,2021-06-10,129402.0,2546.0,13.0,114098.0,15304.0,61439.0,52650.0,9.0,0.0,129402.0,114098.0
2021-06-11,Andaman and Nicobar Islands,7197,125,6973.0,29.0,2021-06-11,130173.0,2229.0,13.0,114850.0,15323.0,61799.0,53042.0,9.0,0.0,130173.0,114850.0
2021-06-12,Andaman and Nicobar Islands,7233,125,6984.0,36.0,2021-06-12,131060.0,1934.0,9.0,115708.0,15352.0,62236.0,53463.0,9.0,0.0,131060.0,115708.0
2021-06-13,Andaman and Nicobar Islands,7243,126,6996.0,10.0,2021-06-13,131063.0,50.0,1.0,115711.0,15352.0,62237.0,53465.0,9.0,0.0,131063.0,115711.0
2021-06-14,Andaman and Nicobar Islands,7261,126,7025.0,18.0,2021-06-14,132004.0,1865.0,11.0,116632.0,15372.0,62734.0,53889.0,9.0,0.0,132004.0,116632.0
2021-06-15,Andaman and Nicobar Islands,7269,126,7034.0,8.0,2021-06-15,132939.0,2427.0,17.0,117545.0,15394.0,63246.0,54290.0,9.0,0.0,132939.0,117545.0
2021-06-16,Andaman and Nicobar Islands,7280,126,7049.0,11.0,2021-06-16,133931.0,2065.0,12.0,118511.0,15420.0,63789.0,54713.0,9.0,0.0,133931.0,118511.0
2021-06-17,Andaman and Nicobar Islands,7306,127,7079.0,26.0,2021-06-17,134897.0,2245.0,12.0,119448.0,15449.0,64313.0,55126.0,9.0,0.0,134897.0,119448.0
2021-06-18,Andaman and Nicobar Islands,7335,127,7104.0,29.0,2021-06-18,135850.0,2887.0,14.0,120382.0,15468.0,64799.0,55574.0,9.0,0.0,135850.0,120382.0
2021-06-19,Andaman and Nicobar Islands,7363,127,7128.0,28.0,2021-06-19,136707.0,1479.0,7.0,121201.0,15506.0,65192.0,56000.0,9.0,0.0,136707.0,121201.0
2021-06-20,Andaman and Nicobar Islands,7394,127,7162.0,31.0,2021-06-20,136708.0,0.0,0.0,121202.0,15506.0,65192.0,56001.0,9.0,0.0,136708.0,121202.0
2021-06-21,Andaman and Nicobar Islands,7406,127,7177.0,12.0,2021-06-21,137495.0,2383.0,11.0,121964.0,15531.0,65593.0,56362.0,9.0,0.0,137495.0,121964.0
2021-06-22,Andaman and Nicobar Islands,7415,127,7191.0,9.0,2021-06-22,140296.0,5495.0,26.0,124729.0,15567.0,67079.0,57641.0,9.0,0.0,140296.0,124729.0
2021-06-23,Andaman and Nicobar Islands,7425,127,7195.0,10.0,2021-06-23,144234.0,6764.0,28.0,128630.0,15604.0,69052.0,59569.0,9.0,0.0,144234.0,128630.0
2021-06-24,Andaman and Nicobar Islands,7438,127,7210.0,13.0,2021-06-24,149318.0,9343.0,29.0,133533.0,15785.0,71670.0,61850.0,13.0,0.0,149318.0,133533.0
2021-06-25,Andaman and Nicobar Islands,7440,127,7214.0,2.0,2021-06-25,154100.0,8274.0,30.0,138254.0,15846.0,83794.0,70292.0,14.0,0.0,154100.0,
2021-06-26,Andaman and Nicobar Islands,7441,127,7245.0,1.0,2021-06-26,159630.0,8241.0,27.0,143329.0,16301.0,86798.0,72815.0,17.0,0.0,159630.0,
2021-06-27,Andaman and Nicobar Islands,7446,127,7265.0,5.0,2021-06-27,161325.0,2339.0,13.0,145019.0,16306.0,87680.0,73628.0,17.0,0.0,161325.0,
2021-06-28,Andaman and Nicobar Islands,7455,127,7266.0,9.0,2021-06-28,165921.0,7974.0,28.0,148486.0,17435.0,90044.0,75860.0,17.0,0.0,165921.0,
2021-06-29,Andaman and Nicobar Islands,7462,128,7286.0,7.0,2021-06-29,171590.0,10393.0,32.0,153048.0,18542.0,92908.0,78665.0,17.0,0.0,171590.0,
2021-06-30,Andaman and Nicobar Islands,7466,128,7296.0,4.0,2021-06-30,176293.0,10468.0,33.0,156470.0,19823.0,95310.0,80964.0,19.0,0.0,176293.0,
2021-04-01,Andhra Pradesh,901989,7217,887434.0,1184.0,2021-04-01,2825721.0,422202.0,2550.0,2421043.0,404678.0,1253157.0,1167646.0,240.0,481315.0,2344406.0,2421043.0
2021-04-02,Andhra Pradesh,903260,7220,887898.0,1271.0,2021-04-02,2898547.0,261339.0,1564.0,2487480.0,411067.0,1286771.0,1200459.0,250.0,505786.0,2392761.0,2487480.0
2021-04-03,Andhra Pradesh,904548,7225,888508.0,1288.0,2021-04-03,2986837.0,364450.0,2282.0,2566814.0,420023.0,1325949.0,1240608.0,257.0,530038.0,2456799.0,2566814.0
2021-04-04,Andhra Pradesh,905946,7234,889295.0,1398.0,2021-04-04,3047568.0,139081.0,922.0,2621707.0,425861.0,1352129.0,1269318.0,260.0,546389.0,2501179.0,2621707.0
2021-04-05,Andhra Pradesh,907676,7239,890137.0,1730.0,2021-04-05,3142814.0,407860.0,2470.0,2706804.0,436010.0,1392670.0,1313862.0,272.0,567792.0,2575022.0,2706804.0
2021-04-06,Andhra Pradesh,909002,7244,891048.0,1326.0,2021-04-06,3207917.0,372084.0,2274.0,2764322.0,443595.0,1419795.0,1344250.0,277.0,584072.0,2623845.0,2764322.0
2021-04-07,Andhra Pradesh,910943,7251,891883.0,1941.0,2021-04-07,3352010.0,416382.0,2308.0,2890332.0,461678.0,1479792.0,1410248.0,292.0,619956.0,2732054.0,2890332.0
2021-04-08,Andhra Pradesh,913274,7262,892736.0,2331.0,2021-04-08,3496367.0,425051.0,2309.0,3020007.0,476360.0,1540961.0,1478742.0,304.0,652047.0,2844320.0,3020007.0
2021-04-09,Andhra Pradesh,915832,7268,893651.0,2558.0,2021-04-09,3571106.0,315795.0,2000.0,3081066.0,490040.0,1572089.0,1508662.0,315.0,665935.0,2905171.0,3081066.0
2021-04-10,Andhra Pradesh,918597,7279,894896.0,2765.0,2021-04-10,3803237.0,415755.0,2308.0,3281351.0,521886.0,1670720.0,1610286.0,345.0,688816.0,3114421.0,3281351.0
2021-04-11,Andhra Pradesh,921906,7291,895949.0,3309.0,2021-04-11,3892459.0,374351.0,1465.0,3362926.0,529533.0,1710124.0,1652442.0,360.0,716938.0,3175521.0,3362926.0
2021-04-12,Andhra Pradesh,925401,7300,897147.0,3495.0,2021-04-12,3913669.0,314600.0,1984.0,3380423.0,533246.0,1719378.0,1660680.0,365.0,728993.0,3184676.0,3380423.0
2021-04-13,Andhra Pradesh,928664,7311,898238.0,3263.0,2021-04-13,3918519.0,182750.0,1357.0,3383754.0,534765.0,1721192.0,1662197.0,365.0,729750.0,3188769.0,3383754.0
2021-04-14,Andhra Pradesh,932892,7321,899721.0,4228.0,2021-04-14,4558756.0,1150180.0,3403.0,3973533.0,585223.0,2001124.0,1971969.0,440.0,925165.0,3633591.0,3973533.0
2021-04-15,Andhra Pradesh,937049,7339,901327.0,4157.0,2021-04-15,4597442.0,260050.0,1633.0,4003901.0,593541.0,2016874.0,1986583.0,444.0,939760.0,3657682.0,4003901.0
2021-04-16,Andhra Pradesh,942135,7353,903072.0,5086.0,2021-04-16,4603722.0,111751.0,811.0,4007469.0,596253.0,2018845.0,1988180.0,444.0,942285.0,3661437.0,4007469.0
2021-04-17,Andhra Pradesh,948231,7373,905266.0,6096.0,2021-04-17,4607860.0,83450.0,597.0,4009940.0,597920.0,2020113.0,1989380.0,447.0,944014.0,3663846.0,4009940.0
2021-04-18,Andhra Pradesh,955455,7388,907598.0,7224.0,2021-04-18,4613016.0,58100.0,396.0,4013140.0,599876.0,2021729.0,1990964.0,447.0,944220.0,3668796.0,4013140.0
2021-04-19,Andhra Pradesh,962037,7410,909941.0,6582.0,2021-04-19,4756582.0,297050.0,1912.0,4140526.0,616056.0,2091593.0,2048468.0,465.0,947164.0,3809418.0,4140526.0
2021-04-20,Andhra Pradesh,968000,7437,912510.0,5963.0,2021-04-20,4927355.0,274150.0,2035.0,4234572.0,692783.0,2143599.0,2090498.0,475.0,966614.0,3960741.0,4234572.0
2021-04-21,Andhra Pradesh,976987,7472,915626.0,8987.0,2021-04-21,4968449.0,275132.0,2041.0,4257182.0,711267.0,2156651.0,2100050.0,481.0,974969.0,3993480.0,4257182.0
2021-04-22,Andhra Pradesh,986703,7510,918985.0,9716.0,2021-04-22,5327886.0,304361.0,2248.0,4337021.0,990865.0,2198899.0,2137627.0,495.0,1012178.0,4315708.0,4337021.0
2021-04-23,Andhra Pradesh,997462,7541,922977.0,10759.0,2021-04-23,5554779.0,286490.0,2187.0,4464620.0,1090159.0,2267153.0,2196954.0,513.0,1028859.0,4525920.0,4464620.0
2021-04-24,Andhra Pradesh,1009228,7579,927418.0,11766.0,2021-04-24,5669867.0,231700.0,1953.0,4543318.0,1126549.0,2310508.0,2232281.0,529.0,1035362.0,4634505.0,4543318.0
2021-04-25,Andhra Pradesh,1020926,7616,931839.0,11698.0,2021-04-25,5678642.0,84100.0,560.0,4547972.0,1130670.0,2313082.0,2234361.0,529.0,1035700.0,4642942.0,4547972.0
2021-04-26,Andhra Pradesh,1033560,7685,936143.0,12634.0,2021-04-26,5986083.0,261120.0,2046.0,4761686.0,1224397.0,2427613.0,2333503.0,570.0,1038678.0,4947405.0,4761686.0
2021-04-27,Andhra Pradesh,1043441,7736,940574.0,9881.0,2021-04-27,6177693.0,261120.0,2068.0,4904030.0,1273663.0,2504587.0,2398847.0,596.0,1041050.0,5136643.0,4904030.0
2021-04-28,Andhra Pradesh,1054875,7800,947629.0,11434.0,2021-04-28,6281949.0,226051.0,1831.0,4955046.0,1326903.0,2532259.0,2422187.0,600.0,1088044.0,5193905.0,4955046.0
2021-04-29,Andhra Pradesh,1069544,7871,954062.0,14669.0,2021-04-29,6353841.0,208309.0,1708.0,4988411.0,1365430.0,2550447.0,2437361.0,603.0,1129406.0,5224435.0,4988411.0
2021-04-30,Andhra Pradesh,1084336,7928,962250.0,14792.0,2021-04-30,6579034.0,208210.0,1959.0,5112011.0,1467023.0,2617576.0,2493805.0,630.0,1142028.0,5437006.0,5112011.0
2021-05-01,Andhra Pradesh,1101690,7992,970718.0,17354.0,2021-05-01,6694297.0,171700.0,1636.0,5174960.0,1519337.0,2651598.0,2522724.0,638.0,1149672.0,5544625.0,5174960.0
2021-05-02,Andhra Pradesh,1121102,8053,982297.0,19412.0,2021-05-02,6696325.0,15400.0,146.0,5176393.0,1519932.0,2652440.0,2523315.0,638.0,1149985.0,5546340.0,5176393.0
2021-05-03,Andhra Pradesh,1145022,8136,993708.0,23920.0,2021-05-03,6732767.0,145000.0,1346.0,5195851.0,1536916.0,2663314.0,2531894.0,643.0,1155229.0,5577538.0,5195851.0
2021-05-04,Andhra Pradesh,1163994,8207,1003935.0,18972.0,2021-05-04,6748028.0,91200.0,866.0,5204180.0,1543848.0,2668179.0,2535341.0,660.0,1157926.0,5590102.0,5204180.0
2021-05-05,Andhra Pradesh,1184028,8289,1016142.0,20034.0,2021-05-05,6947225.0,195650.0,1569.0,5273196.0,1674029.0,2705002.0,2567518.0,676.0,1158649.0,5788576.0,5273196.0
2021-05-06,Andhra Pradesh,1206232,8374,1027270.0,22204.0,2021-05-06,7140106.0,207900.0,1662.0,5345545.0,1794561.0,2741996.0,2602857.0,692.0,1159531.0,5980575.0,5345545.0
2021-05-07,Andhra Pradesh,1228186,8446,1037411.0,21954.0,2021-05-07,7255219.0,165850.0,1527.0,5393064.0,1862155.0,2766788.0,2625576.0,700.0,1167687.0,6087532.0,5393064.0
2021-05-08,Andhra Pradesh,1245374,8519,1050160.0,17188.0,2021-05-08,7410800.0,178100.0,1462.0,5436592.0,1974208.0,2788681.0,2647201.0,710.0,1218670.0,6192130.0,5436592.0
2021-05-09,Andhra Pradesh,1265439,8615,1069432.0,20065.0,2021-05-09,7425692.0,31450.0,221.0,5443382.0,1982310.0,2792615.0,2650055.0,712.0,1226065.0,6199627.0,5443382.0
2021-05-10,Andhra Pradesh,1287603,8707,1088264.0,22164.0,2021-05-10,7427778.0,20100.0,172.0,5443951.0,1983827.0,2792927.0,2650312.0,712.0,1227720.0,6200058.0,5443951.0
2021-05-11,Andhra Pradesh,1302589,8791,1104431.0,14986.0,2021-05-11,7463899.0,51650.0,494.0,5450913.0,2012986.0,2796374.0,2653826.0,713.0,1231872.0,6232027.0,5450913.0
2021-05-12,Andhra Pradesh,1322934,8899,1118933.0,20345.0,2021-05-12,7504394.0,107600.0,885.0,5459958.0,2044436.0,2801005.0,2658237.0,716.0,1243390.0,6261004.0,5459958.0
2021-05-13,Andhra Pradesh,1344386,8988,1138028.0,21452.0,2021-05-13,7551945.0,110750.0,1010.0,5470083.0,2081862.0,2806378.0,2662988.0,717.0,1249384.0,6302561.0,5470083.0
2021-05-14,Andhra Pradesh,1366785,9077,1156666.0,22399.0,2021-05-14,7570886.0,61550.0,597.0,5474544.0,2096342.0,2808596.0,2665231.0,717.0,1254311.0,6316575.0,5474544.0
2021-05-15,Andhra Pradesh,1388803,9173,1175843.0,22018.0,2021-05-15,7651927.0,100480.0,968.0,5484714.0,2167213.0,2813644.0,2670349.0,721.0,1325533.0,6326394.0,5484714.0
2021-05-16,Andhra Pradesh,1411320,9271,1194582.0,22517.0,2021-05-16,7664356.0,32624.0,215.0,5487757.0,2176599.0,2815330.0,2671705.0,722.0,1337057.0,6327299.0,5487757.0
2021-05-17,Andhra Pradesh,1435491,9372,1215683.0,24171.0,2021-05-17,7731254.0,221492.0,986.0,5504954.0,2226300.0,2824795.0,2679434.0,725.0,1396931.0,6334323.0,5504954.0
2021-05-18,Andhra Pradesh,1454052,9481,1233017.0,18561.0,2021-05-18,7799705.0,217541.0,967.0,5518465.0,2281240.0,2832373.0,2685367.0,725.0,1459794.0,6339911.0,5518465.0
2021-05-19,Andhra Pradesh,1475372,9580,1254291.0,21320.0,2021-05-19,7835404.0,140404.0,787.0,5529872.0,2305532.0,2838551.0,2690596.0,725.0,1490064.0,6345340.0,5529872.0
2021-05-20,Andhra Pradesh,1498532,9686,1279110.0,23160.0,2021-05-20,7858242.0,135182.0,742.0,5540108.0,2318134.0,2844499.0,2694884.0,725.0,1507305.0,6350937.0,5540108.0
2021-05-21,Andhra Pradesh,1521142,9800,1302208.0,22610.0,2021-05-21,7893522.0,152022.0,854.0,5553124.0,2340398.0,2851383.0,2701013.0,728.0,1535768.0,6357725.0,5553124.0
2021-05-22,Andhra Pradesh,1542079,9904,1323019.0,20937.0,2021-05-22,7912356.0,119036.0,711.0,5564360.0,2347996.0,2858192.0,2705438.0,730.0,1545271.0,6367023.0,5564360.0
